issue_id, type, status, resolution, component, priority, reporter, created, assigned, assignee, resolved, created, assigned, summary, description, affected_version, fixed_version, votes, watches, description_words, assingnee_count, comment_count, commenter, Surprising, Dormant, Blocker, Security, Performance, Breakage, commit_count, file_count, files
5895,Bug,Resolved,Fixed,,Major,Dmitry Lysnichenko,0.012916667,0.012916667,Dmitry Lysnichenko,2014/05/26 15:24:50 +0100,0.012916667,0.012916667,/SUM suppress debug info messag packag manag setupag py/SUM,During bootstrapping of agents  installation retrieve versions of available packages from system package manager. After some test was founded that in different situations package managers can produce specific info/debug output which can be reason of wrong parsing of output.Example:Zypper command:se2mon1400652583-9:/etc/zypp/repos.d # zypper search -s --match-exact ambari-agent Building repository 'Hortonworks Data Platform Utils Version - HDP-UTILS-1.1.0.16' cache &#91;done&#93;Building repository 'Hortonworks Data Platform Utils Version - HDP-UTILS-1.1.0.17' cache &#91;done&#93;Building repository 'Hosted (SLES_11)' cache &#91;done&#93;Building repository 'ambari-1.6.0 - Updates' cache &#91;done&#93;Building repository 'Ambari 1.x' cache &#91;done&#93;Building repository 'PostgreSQL and related packages (SLE_11_SP3)' cache &#91;done&#93;Loading repository data...Reading installed packages...S | Name | Type | Version | Arch | Repository -----------------------------------+---------------------- ambari-agent  package  1.6.0-46  x86_64  ambari-1.6.0 - Updates ambari-agent  package  1.2.0.1-1  x86_64  Ambari 1.xParsed as: Building repository 'ambari-1.6.0 We should suppress any debug/info output in setupAgent.py to avoid any unexpected situation.,1.6.1,1.6.1,0,1,162,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5915,Improvement,Resolved,Fixed,ambari-web,Major,Jaimin D Jetly,0.096990741,0.096990741,Jaimin D Jetly,2014/05/29 00:12:38 +0100,0.096990741,0.096990741,/SUM view file UI clean adjust part 2/SUM,As a part of this ticket 1) Remove rename icon from infront of the file and make it a different column.2) reorder the icon bar in the sequence Download  Move  Rename and Delete,1.6.0,1.6.1,0,2,32,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5922,Bug,Resolved,Fixed,ambari-server,Major,Siddharth Wagle,0.033541667,null,Unassigned,2014/05/29 02:46:46 +0100,0.033541667,null,/SUM predic work field float valu/SUM,API should be able to process filter with predicates(&lt; &gt; =) for fields with float values; For example field: metrics/load/load_one.Currently the Greater than predicate will fail for values in between 0.0 and 1.0,1.6.1,1.6.1,0,1,31,0,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5930,Bug,Resolved,Fixed,,Major,Jonathan Hurley,5.977569444,5.977569444,Jonathan Hurley,2014/06/04 19:06:51 +0100,5.977569444,5.977569444,/SUM some hbase properti empti requir fill/SUM,This HBase properties are empty after install via blueprint: hbase.coprocessor.region.classes hbase.coprocessor.master.classesBut they required to be filled.After enabling security they became filled.,1.6.0,1.6.1,0,2,21,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5932,Bug,Resolved,Fixed,ambari-web,Critical,Antonenko Alexander,0.0128125,0.0128125,Antonenko Alexander,2014/05/29 20:28:48 +0100,0.0128125,0.0128125,/SUM slider app tabl remov entri app remov/SUM,Lets say I have a running app. I freeze it and then destroy it. The app goes away from the /apps response. However the UI still continues to show it. I think the mapper is not removing deleted entries from the model.Mapper should remove entries not being sent by /apps.,1.6.1,1.6.1,0,2,50,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5935,Bug,Resolved,Fixed,ambari-server,Major,Myroslav Papirkovskyy,0.8109375,0.8109375,Myroslav Papirkovskyy,2014/05/30 16:18:02 +0100,0.8109375,0.8109375,/SUM mainten state statu command perf improv/SUM,getEffectiveState should not fetch map of all hosts every time Status commands should not be sent until component is installed,1.6.0,1.6.1,0,1,21,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5941,Improvement,Resolved,Fixed,,Major,Shivani Gupta,60.97784722,34.85449074,Mahadev konar,2014/07/29 20:45:45 +0100,60.97784722,34.85449074,/SUM ambari gener config file sort order/SUM,Ambari should generate config files sorted by key. It would make doing compares between files much easier.,1.5.1,1.7.0,0,3,17,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5956,Bug,Resolved,Fixed,ambari-agent,Major,Vitaly Brodetskyi,59.97769676,59.97769676,Vitaly Brodetskyi,2014/07/29 13:17:55 +0100,59.97769676,59.97769676,/SUM DB connect check error jdk_name exist/SUM,We can get such situation when user using custom java.,1.6.1,1.7.0,0,1,10,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5957,Bug,Resolved,Fixed,ambari-server,Major,Dmitry Lysnichenko,0.074641204,0.074641204,Dmitry Lysnichenko,2014/05/30 16:28:16 +0100,0.074641204,0.074641204,/SUM bootstrap api call say bootstrap run even though agent instal regist/SUM,UI keeps showing that the agents are being installed  because the bootstrap API GET call keeps returning that hostsStatus/status is RUNNINGI suspected time.sleep(1) instruction. If restart takes too long time  situation  when ambari-agent.log has not been created yet is possible. So  tail command returned not 0 retcode and exit from procedure. But in logs I cant see any non-zero retcodes. Thus  too short logs could be explaned by this issue.,1.6.1,1.6.1,0,1,71,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5960,Improvement,Resolved,Fixed,,Major,Jeff Sposetti,5.040092593,0.042986111,Nate Cole,2014/06/04 16:58:04 +0100,5.040092593,0.042986111,/SUM add support auth proxi/SUM,When using a proxy for internet access  add support to set properties for proxy user and password.窶・Dhttp.proxyUser=someUserName -Dhttp.proxyPassword=somePassword窶・,1.5.0,1.6.1,0,2,18,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
5994,Bug,Resolved,Fixed,ambari-web,Major,Andrii Babiichuk,0.001840278,0.001840278,Andrii Babiichuk,2014/06/02 19:01:26 +0100,0.001840278,0.001840278,/SUM storm UI ambari quick link fail storm UI server co host nimbu host/SUM,quick link for Storm UI was linked with nimbus server. it should use Storm UI server host.,1.6.0,1.6.1,0,2,17,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,1,2,ambari-web/app/models/quick_links.js;ambari-web/app/views/common/quick_view_link_view.js;,
6003,Bug,Resolved,Fixed,ambari-web,Major,Aleksandr Kovalenko,0.005381944,0.005381944,Aleksandr Kovalenko,2014/06/03 13:45:47 +0100,0.005381944,0.005381944,/SUM metric hostnam correct storm/SUM,Some of the storm configs have extra 'localhost' appended to the host name.'nimbus.childopts' : '-Xmx1024m -Djava.security.auth.login.config=/etc/storm/conf/storm_jaas.conf -javaagent:/usr/lib/storm/contrib/storm-jmxetric/lib/jmxetric-1.0.4.jar=host=c6401.ambari.apache.orglocalhost port=8649 wireformat31x=true mode=multicast config=/usr/lib/storm/contrib/storm-jmxetric/conf/jmxetric-conf.xml process=Nimbus_JVM''supervisor.childopts' : '-Xmx256m -Djava.security.auth.login.config=/etc/storm/conf/storm_jaas.conf -Dcom.sun.management.jmxremote -Dcom.sun.management.jmxremote.ssl=false -Dcom.sun.management.jmxremote.authenticate=false -Dcom.sun.management.jmxremote.port=56431 -javaagent:/usr/lib/storm/contrib/storm-jmxetric/lib/jmxetric-1.0.4.jar=host=c6401.ambari.apache.orglocalhost port=8650 wireformat31x=true mode=multicast config=/usr/lib/storm/contrib/storm-jmxetric/conf/jmxetric-conf.xml process=Supervisor_JVM''worker.childopts' : '-Xmx768m -javaagent:/usr/lib/storm/contrib/storm-jmxetric/lib/jmxetric-1.0.4.jar=host=c6401.ambari.apache.orglocalhost port=8650 wireformat31x=true mode=multicast config=/usr/lib/storm/contrib/storm-jmxetric/conf/jmxetric-conf.xml process=Worker_%ID%_JVM',1.6.1,1.6.1,0,1,28,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6014,Bug,Resolved,Fixed,,Critical,Jonathan Hurley,0.029641204,0.029641204,Jonathan Hurley,2014/06/03 21:50:49 +0100,0.029641204,0.029641204,/SUM hdf alert hang long time enabl mainten mode/SUM,STR: Stop HDFS with started Nagios service. Turn on Maintenance mode for HDFS.Result: All alerts dissapear  except 'HDFS capacity utilization' - it hangs for a long time (in my case it was smthng about 10-11 minutes),1.6.0,1.6.1,0,1,36,1,1,1,1 ,0 ,0 ,0 ,1 ,0 ,0,0,,
6034,Bug,Resolved,Fixed,ambari-web,Critical,Antonenko Alexander,0.007928241,0.007928241,Antonenko Alexander,2014/06/05 17:39:40 +0100,0.007928241,0.007928241,/SUM servic config page yarn hive mapreduc servic display/SUM,Config page for services that use App.YARNDefaultsProvider is not displayed.Following JS error thrown:Uncaught TypeError: Cannot call method 'forEach' of null yarn_defaults_provider.js:291,1.6.1,1.6.1,0,2,27,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6044,Bug,Resolved,Fixed,ambari-agent,Major,Vitaly Brodetskyi,4.087650463,4.087650463,Vitaly Brodetskyi,2014/06/10 10:22:15 +0100,4.087650463,4.087650463,/SUM issu jdbc properti/SUM,remove dots in --help params description and in warningscopy fails if jdbc selected by --jdbc-driver is already in resourceshide other points of ambari-server setup if jdbc options are passed and server is running,1.6.1,1.6.1,0,1,34,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6045,Bug,Resolved,Fixed,ambari-web,Critical,Andrii Tkach,0.002048611,0.002048611,Andrii Tkach,2014/06/06 12:25:39 +0100,0.002048611,0.002048611,/SUM master compon miss/SUM,Master components info is missing in service summary.,1.6.1,1.6.1,0,2,8,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,1,1,ambari-web/app/mappers/service_metrics_mapper.js;,
6048,Bug,Resolved,Fixed,ambari-agent,Major,Dmitry Lysnichenko,4.978310185,4.978310185,Dmitry Lysnichenko,2014/06/11 15:08:01 +0100,4.978310185,4.978310185,/SUM ambari agent script check run process start/SUM,PROBLEM: If the Ambari Agent installation fails for whatever reason then a process of ambari-agent is left running. This results in the ambari-agent status to show as it not running. If you then start another ambari-agent it dies because the port is already in use.If the script could check the PID file and check for a running process then it would resolve this issue.BUSINESS IMPACT: Not a huge business impact as the workaround is to kill the running ambari-agent processWorkaround: Kill running ambari-agent process before startingANALYSIS: I cannot reproduce this issue in house and the SE who raised it can not reproduce on demand.,1.6.1,1.6.1,0,1,104,1,1,1,1 ,0 ,0 ,0 ,1 ,0 ,0,0,,
6053,Bug,Resolved,Fixed,ambari-web,Major,Andrii Tkach,0.001747685,0.001747685,Andrii Tkach,2014/06/06 18:41:26 +0100,0.001747685,0.001747685,/SUM add host wizard get stuck confirm host step/SUM,,1.6.1,1.6.1,0,2,1,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,1,4,ambari-web/app/controllers/main/host/add_controller.js;ambari-web/app/controllers/wizard/step2_controller.js;ambari-web/app/controllers/wizard/step3_controller.js;ambari-web/app/views/main/host/add_view.js;,
6056,Bug,Resolved,Fixed,,Major,Jonathan Hurley,2.898136574,2.898136574,Jonathan Hurley,2014/06/09 19:25:43 +0100,2.898136574,2.898136574,/SUM agent custom command output coerc integ float/SUM,When posting a command such as{ 'RequestInfo': { 'action': 'check_host'  'context': 'Check host'  'parameters': { 'check_execute_list': 'host_resolution_check'  'hosts': 'c6401.ambari.apache.org  c6402.ambari.apache.org  c6403.ambari.apache.org  foobar'  'threshold': '20' } }  'Requests/resource_filters': [ { 'hosts': 'c6401.ambari.apache.org c6402.ambari.apache.org' } ]The returned result from the custom action has some integer values coerced into floats: 'structured_out' : { 'host_resolution_check' : { 'exit_code' : '0'  'failed_count' : 0.0  'failures' : [ ]  'message' : 'All hosts resolved to an IP address.'  'success_count' : 4.0 }The structured_output written out to disk does NOT have the float values:{'host_resolution_check': {'failures': []  'message': 'All hosts resolved to an IP address.'  'failed_count': 0  'success_count': 4  'exit_code': '0'}} Therefore this is a problem with the framework and not the command.,1.6.1,1.6.1,0,1,167,1,0,0,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6059,Improvement,Resolved,Fixed,,Major,Jeff Sposetti,13.97726852,13.97726852,Jeff Sposetti,2014/06/23 15:34:49 +0100,13.97726852,13.97726852,/SUM add refreshqueu custom command yarn servic/SUM,Call refreshqueues from the REST API (replace resource.manager.host and YourClusterName). And be sure to include header 'X-Requested-By' : 'ambari' and set authentication.POST/api/v1/clusters/YourClusterName/requests/{ 'RequestInfo' : { 'command' : 'REFRESHQUEUES'  'context' : 'Refresh YARN Capacity Scheduler' }  'Requests/resource_filters': [{ 'service_name' : 'YARN'  'component_name' : 'RESOURCEMANAGER'  'hosts' : 'resource.manager.host' }]},1.6.1,1.6.1,0,2,66,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6063,Bug,Resolved,Fixed,ambari-server,Major,Dmytro Sen,1.056909722,1.056909722,Dmytro Sen,2014/06/11 13:33:45 +0100,1.056909722,1.056909722,/SUM ambari server start command hang execut via ssh command/SUM,Problem:Ambari Server command 'ssh root@vmhost ambari-server start' hangs on message 'Ambari Server 'start' completed successfully.'. Same command executed successfully on the local console  as a result this behavior can be reproduced only via remote execution of commands.How to reproduce: Deploy server Stop server locally Start server from another host using ssh command,1.6.1,1.6.1,0,1,54,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,1,4,ambari-server/src/main/python/ambari-server.py;ambari-server/src/main/python/ambari_server/utils.py;ambari-server/src/test/python/TestAmbariServer.py;ambari-server/src/test/python/TestUtils.py;,
6080,Bug,Resolved,Fixed,ambari-web,Major,Aleksandr Kovalenko,0.002627315,0.002627315,Aleksandr Kovalenko,2014/06/11 13:01:09 +0100,0.002627315,0.002627315,/SUM host compon filter servic summari page work/SUM,When user clicks on some component filter on Service summary page  it opens hosts page  but filter is not applied.,1.6.1,1.6.1,0,2,20,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6087,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.012777778,0.012777778,Oleg Nechiporenko,2014/06/11 18:59:49 +0100,0.012777778,0.012777778,/SUM multipl at appear yarn summari page/SUM,STR1. Go to add Service Wizard.2. Select some new services and proceed to deploy.3. Close Wizard (Esc-button).4. Wait a little bit (maybe page-refresh needed).5. Go to YARN summary.6. New 'none' components will appear periodically.See screenshot.,1.6.1,1.6.1,0,2,35,1,3,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6106,Improvement,Resolved,Fixed,ambari-server,Major,Siddharth Wagle,1.025231481,1.025231481,Siddharth Wagle,2014/06/13 23:20:49 +0100,1.025231481,1.025231481,/SUM custom hadoop metric sink write mysql store/SUM,The SqlServerSink should support pushing metrics to MySQL store.This Jira addresses changes needed to support sink to a MySQL store.,1.7.0,1.6.1,0,1,20,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6112,Bug,Resolved,Fixed,ambari-web,Critical,Andrii Tkach,0.003506944,0.003506944,Andrii Tkach,2014/06/13 12:03:21 +0100,0.003506944,0.003506944,/SUM filter alert fail host tabl/SUM,Steps to reproduce:1. Go to Hosts page2. Choose filter AlertsResult:Hosts are not filtered by alerts.The request with filter by alerts has incorrect url data.,1.6.1,1.6.1,0,2,24,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,1,3,ambari-web/app/controllers/global/update_controller.js;ambari-web/app/controllers/main/host.js;ambari-web/app/data/host/categories.js;,
6113,Bug,Resolved,Fixed,ambari-agent,Critical,Vitaly Brodetskyi,0.03244213,0.03244213,Vitaly Brodetskyi,2014/06/13 13:08:36 +0100,0.03244213,0.03244213,/SUM nagio instal fail sle due php5 json avail/SUM,Using SLES 11 SP3 quick-start image on EC2. Doesn't look like php5-json is available  but php53-json is available.WORKAROUND:I modified NAGIOS/metainfo.xml and this worked. &lt;package&gt; &lt;name&gt;php5*-json&lt;/name&gt; &lt;/package&gt;,1.6.1,1.6.1,0,2,35,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6123,Bug,Resolved,Fixed,ambari-web,Major,Xi Wang,0.0353125,0.0353125,Xi Wang,2014/06/14 00:59:30 +0100,0.0353125,0.0353125,/SUM issu dialog keypress/SUM,1) on 'manage config groups' pressing return does something even though return is not valid (i.e. can't save)2) Once you press return in #1  then you have to press esc twice to close the dialog3) once you open the nested dialog (to add a group)  esc closes the parent  then esc again  closes the nested dialog4) once you open the nested dialog  also notice it doesn't start focus on the name field  you have to click to get that focus.,1.6.1,1.6.1,0,2,80,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6125,Improvement,Resolved,Fixed,ambari-client,Major,Janos Matyas,75.25908565,75.25898148,Janos Matyas,2014/08/30 00:41:15 +0100,75.25908565,75.25898148,/SUM ambari groovi client enhanc/SUM,Ambari REST client (Groovy) enhancements -refactor - simplified unit tests taking leverage groovy's metaclass capabilities-more REST calls implemented-api compatibility with version 1.6.0,1.6.0; 1.6.1,1.7.0,1,5,22,1,5,3,0 ,0 ,1 ,0 ,0 ,0 ,0,0,,
6137,Bug,Resolved,Fixed,ambari-web,Major,Andrii Babiichuk,0.005949074,0.005949074,Andrii Babiichuk,2014/06/16 17:03:01 +0100,0.005949074,0.005949074,/SUM bulk oper confirm popup/SUM,Hosts page  'Actions' menu (dropdown)Each action shows confirmation popup with list of affected hosts.For big cluster this may be 2000+ hosts.If there are more than 3 hosts  then show 'host1  host2  host3  and X more hosts show all',1.6.1,1.6.1,0,2,38,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,6,ambari-web/app/controllers/wizard/step8_controller.js;ambari-web/app/messages.js;ambari-web/app/styles/application.less;ambari-web/app/templates/main/host/bulk_operation_confirm_popup.hbs;ambari-web/app/views/main/host.js;ambari-web/test/controllers/wizard/step8_test.js;,
6140,Bug,Resolved,Fixed,ambari-web,Critical,Antonenko Alexander,0.066724537,0.066724537,Antonenko Alexander,2014/06/16 19:01:11 +0100,0.066724537,0.066724537,/SUM step3 host check request/SUM,Proceed to step3  wait while registration is complete.Host checks requests are set every second.UI should set next request only when previous is completed.,1.6.1,1.6.1,0,2,23,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6146,Bug,Resolved,Fixed,ambari-web,Blocker,Xi Wang,0.080902778,0.080902778,Xi Wang,2014/06/16 22:02:46 +0100,0.080902778,0.080902778,/SUM It possibl input enter target host textarea 2nd step instal wizard/SUM,It's not possible to input 'Enter' on 'Target hosts' textarea.,1.6.1,1.6.1,0,2,10,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6147,Bug,Resolved,Fixed,ambari-web,Critical,Xi Wang,0.061585648,0.061585648,Xi Wang,2014/06/17 02:20:11 +0100,0.061585648,0.061585648,/SUM ambari dashboard page click namenod link return wrong page/SUM,STR:1. go to dashboard page2. click NameNode link inside HDFS Links widget.instead of go to NameNode host detail page  it returns an empty page,1.6.1,1.6.1,0,2,24,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6155,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.004618056,0.004618056,Oleg Nechiporenko,2014/06/17 10:05:26 +0100,0.004618056,0.004618056,/SUM JS error post config group request step7 instal/SUM,Go to installer step7Click override for some propertySelect 'New Config Group'Click 'OK'JS-error appears - 404 error. Missing clusterName in request URL.,1.6.1,1.6.1,0,2,21,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6162,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,2.194826389,2.194826389,Oleg Nechiporenko,2014/06/19 20:20:40 +0100,2.194826389,2.194826389,/SUM behavior chang host filter longer handl startswith match/SUM,If I have a host that has IP 10.0.2.15  in Ambari 1.6.0 if I start to filter by IP (by typing 10.0....)  the hosts that match 'startsWith' stay displayed.In Ambari 1.6.1  now it only does exact match  so once I start typing  all hosts disappear until I finally type the whole thing in for exact match.Hosts/ip.matches(10),1.6.1,1.6.1,0,3,56,1,6,3,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6169,Bug,Resolved,Fixed,ambari-web,Major,Jaimin D Jetly,0.04375,0.04375,Jaimin D Jetly,2014/06/17 22:17:13 +0100,0.04375,0.04375,/SUM instal wizard ambari web client issu invalid request switch stack/SUM,Steps To Reproduce Select 2.X stack and go ahead to 'Select Services' page Navigate back to 'Select Stack' page and select 1.x stack Go ahead to step-8 'Review' page. On clicking next  API call to create components for HDFS service fails with UI displaying an error message.Invalid Request: Unsupported or invalid component in stack  clusterName=cc  serviceName=HDFS  componentName=JOURNALNODE  stackInfo=HDP-1.3,1.6.1,1.6.1,0,2,65,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6184,Bug,Resolved,Fixed,ambari-agent,Major,Dmitry Lysnichenko,0.090706019,0.090706019,Dmitry Lysnichenko,2014/06/18 17:14:21 +0100,0.090706019,0.090706019,/SUM incorrect valu started_count datanod compon/SUM,STR:  Installed a 3-node cluster for HDP 1.3 stack HDFS+MapReduce+Nagios+Ganglia+zooKeeper installed with slave components installed on all 3 hosts. Enable security with no kerberos setup On expected failure of security wizard  Disable security. After successfully disabling security  Following API returns incorrect number for started_count of Datanode. It says 0 but Datanode is actually running on all hostshttp://server:8080/api/v1/clusters/c1/components/?ServiceComponentInfo/category.in(SLAVE CLIENT)&amp;fields=ServiceComponentInfo/service_name ServiceComponentInfo/installed_count ServiceComponentInfo/started_count ServiceComponentInfo/total_count&amp;minimal_response=trueReason:During wrong kerberos setup DN processes fail to start  but leave stale pid file owned by root. Next one DN start command starts DN process  but can not override pid file. So the server considers DN as stopped. If we start DN once more  commands fail soon after start (due to lock file at data dir owned by already running DN). Agent reports to server that DN is not running  so server displays a correct information from his point of view.,1.6.1,1.6.1,0,1,148,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6194,Bug,Resolved,Fixed,ambari-web,Major,Xi Wang,0.160543981,0.160543981,Xi Wang,2014/06/18 23:05:31 +0100,0.160543981,0.160543981,/SUM unsuit height dropdown menu metric page/SUM,STR:Delete all widgets from dashboard.Go to Metrics-&gt;Add menu.Result: Appeared inappropriate dropdown: bad_metrics.png,1.6.1,1.6.1,0,2,12,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6197,Bug,Resolved,Fixed,ambari-web,Major,Jaimin D Jetly,91.86888889,91.86888889,Jaimin D Jetly,2014/09/18 19:24:17 +0100,91.86888889,91.86888889,/SUM decommiss run datanod delet menu item action pulldown/SUM,Delete operation is not allowed for a hostComponent if it is in STARTED state.Currently delete menu item is shown when a hostComponent is flagged decommissioned and in STARTED state. Performing delete operation in this condition returns API 500 server error. If the hostComponent is brought in INSTALLED state with the decommissioned flag and then delete operation is performed then it happens as expectedDelete menu item should be shown When hostComponent is in INSTALLED state and should be grayed when it is in STARTED state. ambari-web client should not consider decommission status of a hostComponent while validating the required condition to enable/disable 'delete' menu item.,1.6.1,1.7.0,0,2,104,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6199,Bug,Resolved,Fixed,ambari-web,Major,Jaimin D Jetly,0.056851852,0.056851852,Jaimin D Jetly,2014/06/19 01:18:25 +0100,0.056851852,0.056851852,/SUM listbox hostnam select host page enabl namenod HA wizard work/SUM,On the second step of HA 'Enable NameNode HA Wizard' do not work listboxes with hostnames. Real additional components position does not depend from values in listboxes (see screenshots).It is possible to choose any host in any listbox  which is incorrect.,1.6.1,1.6.1,0,2,41,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6201,Bug,Resolved,Fixed,,Major,John Speidel,0.518287037,0.518287037,John Speidel,2014/06/19 15:15:21 +0100,0.518287037,0.518287037,/SUM fix sub resourc name stack api/SUM,The /stacks api uses sub-resource names such as stackServices and serviceComponents instead of services and components which are the names of the resources specified in the URL. These incorrect resource names would need to be used in any queries for stack resources.For example:To get stack service named HDFS the URL would be:api/v1/stacks/HDP/versions/2.1/services/HDFSBut  if we wanted to do a query of for HDFS services across all versions:api/v1/stacks/HDP/versions?stackServices/StackServices/service_name=HDFSInstead this should be:api/v1/stacks/HDP/versions?services/StackServices/service_name=HDFSFix all sub-resource names that are returned and fix sub-resource names used in queries and partial response.,1.6.0,1.6.1,0,1,85,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6203,Bug,Resolved,Fixed,ambari-web,Critical,Andrii Tkach,0.060717593,0.060717593,Andrii Tkach,2014/06/19 10:06:19 +0100,0.060717593,0.060717593,/SUM unabl assign host HA wizard/SUM,STR:1. Open HA wizard2. Proceed to Select Host step3. Try to select host for any master componentResult:nothing changing  js error emerge.,1.6.1,1.6.1,0,2,21,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,2,ambari-web/app/styles/application.less;ambari-web/app/templates/main/admin/highAvailability/step2.hbs;,
6206,Bug,Resolved,Fixed,ambari-web,Major,Aleksandr Kovalenko,0.00181713,0.00181713,Aleksandr Kovalenko,2014/06/19 13:41:29 +0100,0.00181713,0.00181713,/SUM bgo popup incorrect number task categori/SUM,Tasks with 'aborted' status are not included in any 'Aborted' category.,1.6.1,1.6.1,0,2,11,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6207,Bug,Resolved,Fixed,ambari-web,Blocker,Antonenko Alexander,0.004131944,0.004131944,Antonenko Alexander,2014/06/19 17:09:27 +0100,0.004131944,0.004131944,/SUM instal wizard step 7 8 namenode_heaps properti incorrect valu/SUM,On the Step 7 namenode_heapsize value is empty and on deploy even if its value filled it saved as 'm' which cause error on NameNode startup.Part of object passed for configuration saving:namenode_heapsize: 'm'namenode_opt_maxnewsize: '200m'namenode_opt_newsize: '200m'nodemanager_heapsize: '1024',1.6.1,1.6.1,0,2,42,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6208,Bug,Resolved,Fixed,ambari-web,Major,Antonenko Alexander,6.891400463,6.891400463,Antonenko Alexander,2014/06/26 18:09:42 +0100,6.891400463,6.891400463,/SUM nagio restart compon button work/SUM,On service page for Nagios  under 'Service actions' menu  'Restart all' operation does not work correctly. There is dialog window after pressing  but after confirmation there is not any activity. In API there is not any new request.Note: described situation relates only for Nagios. Other services make restart correctly (including generating new requests in API).,1.6.1,1.6.1,0,3,55,1,4,3,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6215,Bug,Resolved,Fixed,ambari-web,Blocker,Antonenko Alexander,0.01056713,0.01056713,Antonenko Alexander,2014/06/20 02:26:40 +0100,0.01056713,0.01056713,/SUM default add host sequenc trigger mani unseen cluster wide oper/SUM,I've added 1 host through the add host wizardon deploy step all hosts were present. and install operations were performed on all of them.,1.6.1,1.6.1,0,2,24,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6221,Bug,Resolved,Fixed,ambari-server,Critical,Myroslav Papirkovskyy,3.004502315,3.004502315,Myroslav Papirkovskyy,2014/06/23 17:04:53 +0100,3.004502315,3.004502315,/SUM ambari server reset show wrong command DB manipul/SUM,When performing ambari-server reset with external DB  ambari-server does nothing but outputs commands for resetting it manually.But:1. Commands are wrong  at least on Suse:su -postgres --command=psql -f /var/lib/ambari-server/resources/Ambari-DDL-Postgres-DROP.sql -v username=''ambari'' -v password=''bigdata''su: invalid option -- 'o'Try 'su --help' for more information.2. This commands should take in account that external DB can be located on the another host.3. Maybe the best option would be to give user ability to reset automatically  for example via command line switch like ambari-server reset -a,1.6.1,1.6.1,0,1,98,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
