issue_id,reporter,component,keywords,summary_proc,description_proc,Performance,files
3032,Kathey Marsden,SQL,0, java lang class cast except return null case statement subqueri, follow queri return null date case statement subqueri cause class cast except queri work fine ij gt creat tabl date vc varchar row insert updat deletedij gt insert valu current date hello row insert updat deletedij gt select select case current date els null end row selectedij gt select select case current date els null end error except java lang class cast except org apach derbi iapi type sql char incompat org apach derbi iapi type date time data valu thrown evalu express java sql sql except except java lang class cast except org apach derbi iapi type sql char incompat org apach derbi iapi type date time data valu thrown evalu express org apach derbi impl jdbc sql except factori get sql except sql except factori java org apach derbi impl jdbc util new emb sql except util java org apach derbi impl jdbc util see next except util java org apach derbi impl jdbc transact resourc impl wrap sql except transact resourc impl java org apach derbi impl jdbc transact resourc impl handl except transact resourc impl java org apach derbi impl jdbc emb connect handl except emb connect java org apach derbi impl jdbc connect child handl except connect child java org apach derbi impl jdbc emb result set close transact error emb result set java org apach derbi impl jdbc emb result set move posit emb result set java org apach derbi impl jdbc emb result set next emb result set java org apach derbi tool jdbc display util indent display result jdbc display util java org apach derbi tool jdbc display util indent display result jdbc display util java org apach derbi tool jdbc display util indent display result jdbc display util java org apach derbi tool jdbc display util display result jdbc display util java org apach derbi impl tool ij util main display result util main java org apach derbi impl tool ij util main catch util main java org apach derbi impl tool ij util main run script gut util main java org apach derbi impl tool ij util main go util main java org apach derbi impl tool ij main go main java org apach derbi impl tool ij main main core main java org apach derbi impl tool ij main main main java org apach derbi tool ij main ij java caus java sql sql except java except org apach derbi iapi type sql char incompat org apach derbi iapi type date time data valu java lang class cast except org apach derbi impl jdbc sql except factori get sql except sql except factori java org apach derbi impl jdbc util new emb sql except util java org apach derbi impl jdbc util java except util java org apach derbi impl jdbc transact resourc impl wrap sql except transact resourc impl java caus java lang class cast except org apach derbi iapi type sql char incompat org apach derbi iapi type date time data valu org apach derbi exe ac xaec unknown sourc org apach derbi exe ac xaec unknown sourc org apach derbi impl servic reflect direct call invok reflect gener class java org apach derbi impl sql execut project restrict result set get next row core project restrict result set java org apach derbi impl sql execut basic put result set impl get next row basic put result set impl java org apach derbi impl jdbc emb result set move posit emb result set java error xj java except org apach derbi iapi type sql char incompat org apach derbi iapi type date time data valu java lang class cast except java sql sql except java except org apach derbi iapi type sql char incompat org apach derbi iapi type date time data valu java lang class cast except org apach derbi impl jdbc sql except factori get sql except sql except factori java org apach derbi impl jdbc util new emb sql except util java org apach derbi impl jdbc util java except util java org apach derbi impl jdbc transact resourc impl wrap sql except transact resourc impl java org apach derbi impl jdbc transact resourc impl wrap sql except transact resourc impl java org apach derbi impl jdbc transact resourc impl handl except transact resourc impl java org apach derbi impl jdbc emb connect handl except emb connect java org apach derbi impl jdbc connect child handl except connect child java org apach derbi impl jdbc emb result set close transact error emb result set java org apach derbi impl jdbc emb result set move posit emb result set java org apach derbi impl jdbc emb result set next emb result set java org apach derbi tool jdbc display util indent display result jdbc display util java org apach derbi tool jdbc display util indent display result jdbc display util java org apach derbi tool jdbc display util indent display result jdbc display util java org apach derbi tool jdbc display util display result jdbc display util java org apach derbi impl tool ij util main display result util main java org apach derbi impl tool ij util main catch util main java org apach derbi impl tool ij util main run script gut util main java org apach derbi impl tool ij util main go util main java org apach derbi impl tool ij main go main java org apach derbi impl tool ij main main core main java org apach derbi impl tool ij main main main java org apach derbi tool ij main ij java caus java lang class cast except org apach derbi iapi type sql char incompat org apach derbi iapi type date time data valu org apach derbi exe ac xaec unknown sourc org apach derbi exe ac xaec unknown sourc org apach derbi impl servic reflect direct call invok reflect gener class java org apach derbi impl sql execut project restrict result set get next row core project restrict result set java org apach derbi impl sql execut basic put result set impl get next row basic put result set impl java org apach derbi impl jdbc emb result set move posit emb result set java,0,java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/CaseExpressionTest.java;
3033,Haolan Qin,SQL,0, select queri result nullpoint except skip scan, follow error repeatedli thrown tri run select queri via jdbc strang exact select queri trigger error run command line consol ad index error went away complet java lang null pointer except org apach derbi impl sql execut put result set impl skip scan unknown sourc org apach derbi impl sql execut tabl scan result set open core unknown sourc org apach derbi impl sql execut index row base row result set open core unknown sourc org apach derbi impl sql execut project restrict result set open core unknown sourc org apach derbi impl sql execut join result set open right unknown sourc org apach derbi impl sql execut join result set open core unknown sourc org apach derbi impl sql execut project restrict result set open core unknown sourc org apach derbi impl sql execut sort result set open core unknown sourc org apach derbi impl sql execut project restrict result set open core unknown sourc org apach derbi impl sql execut basic put result set impl open unknown sourc org apach derbi impl sql gener prepar statement execut unknown sourc org apach derbi impl jdbc emb statement execut statement unknown sourc org apach derbi impl jdbc emb prepar statement execut statement unknown sourc org apach derbi impl jdbc emb prepar statement execut unknown sourc org apach derbi impl drda drda statement execut unknown sourc org apach derbi impl drda drda conn thread process command unknown sourc org apach derbi impl drda drda conn thread run unknown sourc,0,java/engine/org/apache/derby/impl/sql/compile/FromList.java;java/engine/org/apache/derby/impl/sql/compile/PredicateList.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ExistsWithSetOpsTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ExistsWithSubqueriesTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/_Suite.java;
3043,geoff hendrey,SQL,0, schema exist constraint use tabl definit, http issu apach org jira brows derbi action respons origin comment post find via permalink encourag file new issu verifi back follow ij script connect jdbc derbi wombat creat true user blog creat tabl blogscom blogsus pk integ null gener alway ident usernam varchar null constraint blogscomblogsus uniqu usernam uniqu constraint blogscomblog user password usernam check length usernam gt password varchar null primari key pk,0,java/engine/org/apache/derby/impl/sql/compile/CreateTableNode.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/LazyDefaultSchemaCreationTest.java;
3054,Kathey Marsden,Test,0, lang synonym sql fail weme junit framework comparison failur output line expect, synonym org apach derbi test function test test lang lang script fail junit framework comparison failur output line expect lt gt lt gt junit framework assert assert equal assert java org apach derbi test function test util canon test case compar canon canon test case java org apach derbi test function test util script test case run test script test case java junit framework test case run bare test case java org apach derbi test junit base test case run bare base test case java junit framework test result protect test result java junit framework test result run protect test result java junit framework test result run test result java junit framework test case run test case java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit framework test result run protect test result java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java time runner main time runner java,0,java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/synonym.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/synonym.out;java/testing/org/apache/derbyTesting/functionTests/master/synonym.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/SynonymTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/_Suite.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/synonym.sql;
3068,Kathey Marsden,Test,0, test import export procedur neg org apach derbi test function test test tool import export procedur test junit framework comparison failur unexpect sql state expect, test import export procedur neg org apach derbi test function test test tool import export procedur test junit framework comparison failur unexpect sql state expect lt gt lt xie gt org apach derbi test junit base jdbc test case assert sql state base jdbc test case java org apach derbi test junit base jdbc test case assert sql state base jdbc test case java org apach derbi test junit base jdbc test case assert statement error base jdbc test case java org apach derbi test function test test tool import export procedur test test import export procedur neg import export procedur test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java org apach derbi test junit base test case run bare base test case java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java caus java sql sql except export oper perform specifi output file extinout dat alreadi exist export process overwrit exist file even process permiss write file due secur concern avoid accident file damag pleas either chang output file name export procedur argument specifi file exist delet exist file retri export oper org apach derbi client sql except factori get sql except unknown sourc org apach derbi client sql except get sql except unknown sourc org apach derbi client prepar statement execut unknown sourc org apach derbi test junit base jdbc test case assert statement error base jdbc test case java caus org apach derbi client sql except export oper perform specifi output file extinout dat alreadi exist export process overwrit exist file even process permiss write file due secur concern avoid accident file damag pleas either chang output file name export procedur argument specifi file exist delet exist file retri export oper org apach derbi client statement complet execut unknown sourc org apach derbi client net net statement repli pars excsqlst trepli unknown sourc org apach derbi client net net statement repli read execut call unknown sourc org apach derbi client net statement repli read execut call unknown sourc org apach derbi client net net statement read execut call unknown sourc org apach derbi client statement read execut call unknown sourc org apach derbi client prepar statement flow execut unknown sourc org apach derbi client prepar statement execut unknown sourc,0,java/engine/org/apache/derby/impl/load/Import.java;java/engine/org/apache/derby/impl/load/ImportAbstract.java;java/testing/org/apache/derbyTesting/functionTests/tests/tools/ImportExportProcedureTest.java;java/testing/org/apache/derbyTesting/junit/SupportFilesSetup.java;
3069,Rick Hillegas,SQL,0, derbi resolv function bound method vararg, vararg ad java would nice derbi let invok function bound method variabl length argument list refer guid state small number restrict method invok derbi function must public static argument long datatyp see reason derbi abl resolv invok function bound method suffer limit variabl argument list,0,java/testing/org/apache/derbyTesting/functionTests/tests/lang/VarargsRoutines.java;java/engine/org/apache/derby/iapi/services/loader/ClassInspector.java;java/engine/org/apache/derby/iapi/services/loader/Java5ClassInspector.java;java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java;java/engine/org/apache/derby/impl/sql/compile/MethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/NewInvocationNode.java;java/engine/org/apache/derby/impl/sql/compile/StaticMethodCallNode.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/VarargsRoutines.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/VarargsTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/build.xml;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/Changes10_10.java;java/engine/org/apache/derby/iapi/services/loader/ClassInspector.java;java/engine/org/apache/derby/impl/sql/compile/MethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/StaticMethodCallNode.java;java/engine/org/apache/derby/iapi/services/loader/ClassInspector.java;java/engine/org/apache/derby/impl/sql/compile/MethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/StaticMethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/tests/lang/VarargsRoutines.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/VarargsTest.java;java/engine/org/apache/derby/impl/sql/compile/MethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/StaticMethodCallNode.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/VarargsRoutines.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/VarargsTest.java;java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java;java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java;java/engine/org/apache/derby/impl/sql/compile/CreateAliasNode.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/engine/org/apache/derby/loc/messages.xml;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/dblook_test_net.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/dblook_test_net_territory.out;java/testing/org/apache/derbyTesting/functionTests/master/dblook_test.out;java/testing/org/apache/derbyTesting/functionTests/master/dblook_test_territory.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/VarargsTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/_Suite.java;java/testing/org/apache/derbyTesting/functionTests/tests/tools/dblook_makeDB.sql;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/Changes10_10.java;
3077,Kathey Marsden,JDBC,0, tri reconnect derbi client bring server throw sql except rather xxx except, issu discuss derbi case server brought applic tri reconnect throw sql non transient except discuss still underway whether xxx except sql non transient except least case chang except per knut suggest correct problem case see http issu apach org jira brows derbi action current stack test case apach derbygot connect sleepnow tri use connect kill except thread main java sql sql except commun error detect softwar caus connect abort recv fail org apach derbi client sql except factori get sql except unknown sourc org apach derbi client sql except get sql except unknown sourc org apach derbi client connect prepar statement unknown sourc org apach derbi client logic connect prepar statement unknown sourc derbi client non xa main derbi client non xa java caus org apach derbi client disconnect except commun error detect softwar caus connect abort recv fail org apach derbi client net net agent throw commun failur unknown sourc org apach derbi client net repli fill unknown sourc org apach derbi client net repli ensur layer data buffer unknown sourc org apach derbi client net repli read dss header unknown sourc org apach derbi client net repli start id chain pars unknown sourc org apach derbi client net net statement repli read prepar describ output unknown sourc org apach derbi client net statement repli read prepar describ output unknown sourc org apach derbi client net net statement read prepar describ output unknown sourc org apach derbi client statement read prepar describ output unknown sourc org apach derbi client prepar statement read prepar describ input output unknown sourc org apach derbi client prepar statement flow prepar describ input output unknown sourc org apach derbi client prepar statement prepar unknown sourc org apach derbi client connect prepar statement unknown sourc caus java net socket except softwar caus connect abort recv failedat java net socket input stream read socket input stream java moreimport java sql connect import java sql databas meta data import java sql prepar statement import java sql sql except import java sql statement import javax sql pool connect public class derbi client non xa public static void main string arg throw except org apach derbi jdbc client connect pool data sourc ds new org apach derbi jdbc client connect pool data sourc connect conn null ds set databas name temp sampl creat true pool connect pool con ds get pool connect conn pool con get connect databas meta data md conn get meta data system println md get databas product version system println md get databas product name system println got connect sleep bring network server statement st null prepar statement ps null st conn creat statement tri st execut updat drop tabl tab catch sql except system println tabl exist thread sleep system println tri use connect kill ps conn prepar statement creat tabl tab col int null ps execut updat conn commit system println done,0,java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/SSLTest.java;java/engine/org/apache/derby/loc/messages.xml;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/SSLTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ErrorCodeTest.java;java/engine/org/apache/derby/loc/messages.xml;java/engine/org/apache/derby/loc/messages_cs.properties;java/engine/org/apache/derby/loc/messages_de_DE.properties;java/engine/org/apache/derby/loc/messages_es.properties;java/engine/org/apache/derby/loc/messages_fr.properties;java/engine/org/apache/derby/loc/messages_hu.properties;java/engine/org/apache/derby/loc/messages_it.properties;java/engine/org/apache/derby/loc/messages_ja_JP.properties;java/engine/org/apache/derby/loc/messages_ko_KR.properties;java/engine/org/apache/derby/loc/messages_pl.properties;java/engine/org/apache/derby/loc/messages_pt_BR.properties;java/engine/org/apache/derby/loc/messages_ru.properties;java/engine/org/apache/derby/loc/messages_zh_CN.properties;java/engine/org/apache/derby/loc/messages_zh_TW.properties;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ErrorCodeTest.java;
3092,Dyre Tjeldvoll,Store,0, use java util concurr transact tabl improv scalabl, run scalabl test client buffer manag derbi show access transact tabl tran hashtabl xact factori tran id share long next major sourc content,1,java/engine/org/apache/derby/impl/store/raw/xact/TransactionTable.java;java/engine/org/apache/derby/impl/store/raw/xact/XactXAResourceManager.java;java/engine/org/apache/derby/impl/store/raw/xact/TransactionTable.java;java/engine/org/apache/derby/impl/store/raw/xact/XactXAResourceManager.java;java/engine/org/apache/derby/impl/store/build.xml;java/engine/org/apache/derby/impl/store/raw/xact/ConcurrentTransactionMapFactory.java;java/engine/org/apache/derby/impl/store/raw/xact/ConcurrentXactFactory.java;java/engine/org/apache/derby/impl/store/raw/xact/TransactionMapFactory.java;java/engine/org/apache/derby/impl/store/raw/xact/TransactionTable.java;java/engine/org/apache/derby/impl/store/raw/xact/XactFactory.java;java/engine/org/apache/derby/modules.properties;java/engine/org/apache/derby/impl/store/raw/xact/TransactionTable.java;java/engine/org/apache/derby/impl/store/raw/xact/TransactionTable.java;java/engine/org/apache/derby/impl/store/raw/xact/XactXAResourceManager.java;
3093,Jim Newsham,SQL,0, intermitt transact failur caus intern duplic savepoint name trigger, run app overnight perform intens databas oper primarili delet experienc transact failur error messag savepoint pass name alreadi exist current transact failur appear intermitt run oper success hour hour without failur inform see four jira issu report messag derbi derbi derbi derbi sure extent problem experienc relat issu least three jira issu relat trigger transact failur occur perform delet tabl delet trigger use savepoint explicitli cours seen stack trace trigger oper set savepoint one jira issu mention exceed maximum depth nest trigger sure nest trigger trigger perform theori caus anoth trigger event stack trace caus java sql sql except savepoint pass name alreadi exist current transact org apach derbi impl jdbc sql except factori get sql except unknown sourc org apach derbi impl jdbc util gener cs sql except unknown sourc org apach derbi impl jdbc transact resourc impl wrap sql except unknown sourc org apach derbi impl jdbc transact resourc impl handl except unknown sourc org apach derbi impl jdbc emb connect handl except unknown sourc org apach derbi impl jdbc connect child handl except unknown sourc org apach derbi impl jdbc emb statement execut statement unknown sourc org apach derbi impl jdbc emb prepar statement execut statement unknown sourc org apach derbi impl jdbc emb prepar statement execut updat unknown sourc com referentia sdf monitor samplebas derbi derbi sampl base perform derbi sampl base java com referentia sdf monitor samplebas derbi derbi sampl base perform transact derbi sampl base java caus java sql sql except savepoint pass name alreadi exist current transact org apach derbi impl jdbc sql except factori get sql except unknown sourc org apach derbi impl jdbc sql except factori wrap arg transport across drda unknown sourc caus error savepoint pass name alreadi exist current transact org apach derbi iapi error standard except new except unknown sourc org apach derbi impl store raw xact xact set save point unknown sourc org apach derbi impl store access ram transact set save point unknown sourc org apach derbi impl sql conn gener statement context set save point unknown sourc org apach derbi impl sql gener prepar statement execut unknown sourc org apach derbi impl sql execut gener trigger executor execut sp unknown sourc org apach derbi impl sql execut row trigger executor fire trigger unknown sourc org apach derbi impl sql execut trigger event activ notifi event unknown sourc org apach derbi impl sql execut delet result set fire trigger unknown sourc org apach derbi impl sql execut delet result set open unknown sourc org apach derbi impl sql gener prepar statement execut unknown sourc relev tabl trigger differ tabl differ sampl data type applic current int long float doubl boolean string shown int sampl tabl tabl ident differ data type valu field sampl record first class time record second class exist support sampl record remain sampl record given time record time record remov job trigger perform cleanup record delet sampl tabl time record correspond sampl fk time id delet remain record sampl tabl fk time id although cascad delet delet time record delet sampl trigger recurs trigger delet associ record creat tabl time id int null gener alway ident time timestamp null constraint time pk primari key id constraint time uniqu uniqu time creat tabl int sampl fk band id int null fk time id int null valu int null constraint int sampl pk primari key fk band id fk time id constraint int sampl fk band foreign key fk band id refer band id delet cascad constraint int sampl fk time foreign key fk time id refer time id delet cascad creat trigger cascad delet unus time int sampl trigger delet int sampl referenc old oldrow row delet time time id oldrow fk time id id select fk time id int sampl id select fk time id long sampl id select fk time id float sampl id select fk time id doubl sampl id select fk time id boolean sampl id select fk time id string sampl invoc rough pseudocod focus core logic realiti lot code usual stuff use prepar statement close resourc done key thing use two statement nest fashion outer statement iter record time tabl inner loop use second statement delet record one sampl tabl provid actual code desir delet sampl int band id string sampl tabl object queri criteria within transact creat stmt iter time id time tabl restrict queri criteria time id stmt prepar statement stmt conn prepar statement string format delet fk band id fk time id sampl tabl set stmt paramet execut updat,0,java/engine/org/apache/derby/impl/sql/conn/GenericStatementContext.java;java/testing/org/apache/derbyTesting/functionTests/master/savepointJdbc30_JSR169.out;java/testing/org/apache/derbyTesting/functionTests/master/savepointJdbc30_XA.out;java/engine/org/apache/derby/impl/sql/conn/GenericStatementContext.java;
3098,Øystein Grøvlen,Store,0, lob lock releas free, get blob get clob call result set current row islock jdbc driver cach entir lob valu inmemori done prevent blob clob object beingchang lock held end thetransact jdbc introduc free method blob clob class lockingshould chang lock releas blob clobobject freed,0,java/engine/org/apache/derby/impl/jdbc/EmbedClob.java;java/engine/org/apache/derby/impl/store/raw/data/OverflowInputStream.java;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/BlobTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/ClobTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/BlobClob4BlobTest.java;
3100,Myrna van Lunteren,Test,0, java lang number format except test lang tabl function test specif machin win vista, failur glean nightli test post list test start fail septemb stack test tabl function org apach derbi test function test test lang tabl function test java lang number format except input string sun misc float decim read java format string float decim java java lang doubl pars doubl doubl java org apach derbi test function test test lang tabl function test read doubl tag tabl function test java org apach derbi test function test test lang tabl function test vti cost tabl function test java org apach derbi test function test test lang tabl function test test tabl function tabl function test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java org apach derbi test junit base test case run bare base test case java,0,java/testing/org/apache/derbyTesting/functionTests/tests/lang/TableFunctionTest.java;
3107,Øystein Grøvlen,Network Client,0, client clob free releas locat, client clob free call store procedur releas locat associ clob henc server side clob object freed transact termin,1,java/client/org/apache/derby/client/am/Clob.java;
3116,Knut Anders Hatlen,Store,0, total space properli initi alloc page, problem initi total space alloc page initi store page init space call store page use page buffer set valu return alloc page get max free space problem calcul get max free space use borrow space creat ident call alloc page borrow space initi get max free space call calcul size wrong page object reus use page buffer call new byte array must alloc new page differ size old page mean total size field get valu old page size equal necessarili correct,0,java/engine/org/apache/derby/impl/store/raw/data/AllocPage.java;java/engine/org/apache/derby/impl/store/raw/data/CachedPage.java;
3117,Rick Hillegas,Build tools,0, adjust master build script requir java compil build derbi, requir java compil order build derbi approv commun recent http www nabbl com vote requir java later compil build derbi tf html,0,java/build/org/apache/derbyPreBuild/PropertySetter.java;build.xml;java/build/org/apache/derbyPreBuild/PropertySetter.java;java/build/org/apache/derbyPreBuild/build.xml;BUILDING.txt;java/build/org/apache/derbyPreBuild/PropertySetter.java;java/build/org/apache/derbyPreBuild/build.xml;java/engine/build.xml;java/engine/org/apache/derby/impl/services/build.xml;java/engine/org/apache/derby/modules.properties;build.xml;java/build/org/apache/derbyPreBuild/PropertySetter.java;build.xml;BUILDING.txt;build.xml;BUILDING.txt;java/build/org/apache/derbyPreBuild/PropertySetter.java;
3136,Mamta A. Satoor,SQL,0, cut object creation like claus implement territori base charact, like claus territori base charact implement correctli base sql standard derbi object string collat element iter creation introduc derbi cut follow knut simpl solut copi solut derbi implement solut improv perform like territori base charact copi derbi anoth simpl way cut string alloc think could express iapi type like check equal like val loc pat loc charact two string consist singl charact must equal regardless territori return true els collat null charact must unequ uc basic return fals string new string val loc string new string pat loc return collat compar would alloc new object charact equal,1,java/engine/org/apache/derby/iapi/types/Like.java;
3145,Ole Solberg,Test,0, comparison failur synonym org apach derbi test function test test lang lang script, sinc synonym org apach derbi test function test test lang lang script fail junit framework comparison failur output line expect lt gt lt decid convert test junit test convert test gt lt method gt org apach derbi test function test test lang lang script lt method gt lt signatur gt output line expect lt gt lt decid convert test junit test convert test gt lt signatur gt,0,java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/synonym.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/synonym.out;java/testing/org/apache/derbyTesting/functionTests/master/synonym.out;
3148,Daniel John Debrunner,Test,0, illeg argument except malform uxxxx encod tri find xalan version run test via ant, follow stack trace execut ant propertyfil ant properti junit codelin jar junit unexpect except tri find xalan version junit java lang illeg argument except malform uxxxx encod junit java util properti load convert properti java junit java util properti load properti java junit org apach derbi test junit xml check xalan version xml java junit org apach derbi test junit xml lt clinit gt xml java,0,java/testing/org/apache/derbyTesting/junit/XML.java;
3151,Kristian Waagan,Test,0, reduc depend network server control test configur, code ad test configur allow start stop derbi network server even know need function simpli want function avail must includ derbynet jar point class think depend reduc instanc variabl import class explicit import statement exist instanc variabl use plan chang run test without includ derbynet jar classpath long call start network server stop network server often method call decor downsid chang get error messag mention method actual execut typic error messag fail invok suit java lang class def found error org apach derbi drda network server control sure solut well one realli easi opinion chang,0,java/testing/org/apache/derbyTesting/junit/NetworkServerControlWrapper.java;java/testing/org/apache/derbyTesting/junit/TestConfiguration.java;
3153,Rick Hillegas,Test,0, access control except run junit test ant har ant, follow access control except occur junit test run ant har ant version junit run org apach derbi test function test test jdbcapi autoload test junit test run failur error time elaps sec junit except thread main java secur access control except access deni java io file permiss user rh derbi mainlin trunk junitvmwatch properti write junit java secur access control context check permiss access control context java junit java secur access control check permiss access control java junit java lang secur manag check permiss secur manag java junit java lang secur manag check write secur manag java junit java io file output stream lt init gt file output stream java junit java io file output stream lt init gt file output stream java junit java io file writer lt init gt file writer java junit org apach tool ant taskdef option junit unit test runner regist non crash unit test runner java junit org apach tool ant taskdef option junit unit test runner main unit test runner java junit run org apach derbi test function test test jdbcapi autoload test junit test run failur error time elaps sec look ant sourc theori go ant tri write file directori ant script live write wrap privileg block code domain stack need grant write permiss directori ant script live attach modifi version derbi test polici allow start test without trip across secur except,0,build.xml;
3160,Daniel John Debrunner,SQL,0, sysc get user access incorrectli treat pass user name sql identifi thu report wrong user inform, valu sysc get user access current user report wrong user inform user name need delimit identifi use sql statement grant user fred derbi com etc pass user name varchar also return wrong user user name,0,java/engine/org/apache/derby/catalog/SystemProcedures.java;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/AuthenticationTest.java;
3165,frank thomson,Documentation,0, updat build txt, svein erik vland henrik holum updat build txt document derbi trunk built code follow everi step document suggest chang review chang would appresi remov empti subsect updat section subsect number also updat refer accord new subsect number remov renam gt gt gt ad directori updat text indic newer version use old text indic could use version window updat ur ls point directli download page desir java version previou use junit junit use link replac http kent dl sourceforg net sourceforg junit junit zip also updat text indic chang previou move option tag consist previou updat refer note reflect new subsect number updat number jar file local support instead use window xp check nix mac set hope helpful henrik svein erik,0,BUILDING.txt;
3174,Kathey Marsden,Test,0, network server control api test fail java secur access control except run first test, appear problem load test specif polici file network server control api test run first test suit failur derbi log trace directori chang test system access deni java io file permiss test system server trace write java secur access control except access deni java io file permiss test system server trace write java secur access control context check permiss access control context java java secur access control check permiss access control java java lang secur manag check permiss secur manag java java lang secur manag check write secur manag java java io file output stream lt init gt file output stream java java io file output stream lt init gt file output stream java java io file writer lt init gt file writer java org apach derbi impl drda dss trace run dss trace java java secur access control privileg nativ method org apach derbi impl drda dss trace start com buffer trace dss trace java org apach derbi impl drda session init trace session java org apach derbi impl drda session set trace session java org apach derbi impl drda network server control impl set trace network server control impl java org apach derbi impl drda network server control impl process command network server control impl java org apach derbi impl drda drda conn thread session initi state drda conn thread java org apach derbi impl drda drda conn thread run drda conn thread java,0,java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/_Suite.java;
