issue_id,reporter,component,keywords,summary_proc,description_proc,Security
5895,Dmitry Lysnichenko,null,0, suppress debug info messag packag manag setup agent py, bootstrap agent instal retriev version avail packag system packag manag test found differ situat packag manag produc specif info debug output reason wrong pars output exampl zypper command se mon etc zypp repo zypper search match exact ambari agent build repositori hortonwork data platform util version hdp util cach done build repositori hortonwork data platform util version hdp util cach done build repositori host sle cach done build repositori ambari updat cach done build repositori ambari cach done build repositori postgr sql relat packag sle sp cach done load repositori data read instal packag name type version arch repositori ambari agent packag ambari updat ambari agent packag ambari pars build repositori ambari suppress debug info output setup agent py avoid unexpect situat,0 
5915,Jaimin D Jetly,ambari-web,0, view file ui clean adjust part, part ticket remov renam icon infront file make differ column reorder icon bar sequenc download move renam delet,0 
5922,Siddharth Wagle,ambari-server,0, predic work field float valu, api abl process filter predic lt gt field float valu exampl field metric load load one current greater predic fail valu,0 
5930,Jonathan Hurley,null,0, base properti empti requir fill, base properti empti instal via blueprint hbase coprocessor region class hbase coprocessor master class requir fill enabl secur becam fill,0 
5932,Antonenko Alexander,ambari-web,0, slider app tabl not remov entri app remov, let say run app freez destroy app goe away app respons howev ui still continu show think mapper not remov delet entri model mapper remov entri not sent app,0 
5935,Myroslav Papirkovskyy,ambari-server,0, mainten state statu command perf improv, get effect state not fetch map host everi time statu command not sent compon instal,0 
5941,Shivani Gupta,null,0, ambari gener config file sort order, ambari gener config file sort key would make compar file much easier,0 
5956,Vitaly Brodetskyi,ambari-agent,0, db connect check error jdk name not exist, get situat user use custom java,0 
5957,Dmitry Lysnichenko,ambari-server,0, bootstrap api call say bootstrap run even though agent instal regist, ui keep show agent instal bootstrap api get call keep return host statu statu runningi suspect time sleep instruct restart take long time situat ambari agent log not creat yet possibl tail command return not retcod exit procedur log cant see non zero retcod thu short log could explan issu,0 
5960,Jeff Sposetti,null,0, add support auth proxi, use proxi internet access add support set properti proxi user password dhttp proxi user user name dhttp proxi password password,0 
5994,Andrii Babiichuk,ambari-web,0, storm ui ambari quick link fail storm ui server not co host nimbu host, quick link storm ui link nimbu server use storm ui server host,0 
6003,Aleksandr Kovalenko,ambari-web,0, metric hostnam not correct storm, storm config extra localhost append host name nimbu childopt xmx djava secur auth login config etc storm conf storm jaa conf javaag usr lib storm contrib storm jmxetric lib jmxetric jar host ambari apach orglocalhost port wireformat true mode multicast config usr lib storm contrib storm jmxetric conf jmxetric conf xml process nimbu jvm supervisor childopt xmx djava secur auth login config etc storm conf storm jaa conf dcom sun manag jmxremot dcom sun manag jmxremot ssl fals dcom sun manag jmxremot authent fals dcom sun manag jmxremot port javaag usr lib storm contrib storm jmxetric lib jmxetric jar host ambari apach orglocalhost port wireformat true mode multicast config usr lib storm contrib storm jmxetric conf jmxetric conf xml process supervisor jvm worker childopt xmx javaag usr lib storm contrib storm jmxetric lib jmxetric jar host ambari apach orglocalhost port wireformat true mode multicast config usr lib storm contrib storm jmxetric conf jmxetric conf xml process worker id jvm,0 
6014,Jonathan Hurley,null,0, hdf alert hang long time enabl mainten mode, str stop hdf start nagio servic turn mainten mode hdf result alert dissapear except hdf capac util hang long time case smthng minut,0 
6034,Antonenko Alexander,ambari-web,0, servic config page yarn hive map reduc servic not display, config page servic use app yarn default provid not display follow js error thrown uncaught type error cannot call method null yarn default provid js,0 
6044,Vitaly Brodetskyi,ambari-agent,0, issu jdbc properti, remov dot help param descript warningscopi fail jdbc select jdbc driver alreadi resourceshid point ambari server setup jdbc option pass server run,0 
6045,Andrii Tkach,ambari-web,0, master compon miss, master compon info miss servic summari,0 
6048,Dmitry Lysnichenko,ambari-agent,0, ambari agent script check run process start, problem ambari agent instal fail whatev reason process ambari agent left run result ambari agent statu show not run start anoth ambari agent die port alreadi use script could check pid file check run process would resolv issu busi impact not huge busi impact workaround kill run ambari agent process workaround kill run ambari agent process start analysi cannot reproduc issu hous se rais not reproduc demand,0 
6053,Andrii Tkach,ambari-web,0, add host wizard get stuck confirm host step,,0 
6056,Jonathan Hurley,null,0, agent custom command output coerc integ float, post command request info action check host context check host paramet check execut list host resolut check host ambari apach org ambari apach org ambari apach org foobar threshold request resourc filter host ambari apach org ambari apach org return result custom action integ valu coerc float structur host resolut check exit code fail count failur messag host resolv ip address success count structur output written disk not float valu host resolut check failur messag host resolv ip address fail count success count exit code therefor problem framework not command,0 
6059,Jeff Sposetti,null,0, add refresh queue custom command yarn servic, call refreshqueu rest api replac resourc manag host cluster name sure includ header request ambari set authent post api cluster cluster name request request info command refreshqueu context refresh yarn capac schedul request resourc filter servic name yarn compon name resourcemanag host resourc manag host,0 
6063,Dmytro Sen,ambari-server,0, ambari server start command hang execut via ssh command, problem ambari server command ssh root vmhost ambari server start hang messag ambari server start complet success command execut success local consol result behavior reproduc via remot execut command reproduc deploy server stop server local start server anoth host use ssh command,0 
6080,Aleksandr Kovalenko,ambari-web,0, host compon filter servic summari page work, user click compon filter servic summari page open host page filter not appli,0 
6087,Oleg Nechiporenko,ambari-web,0, multipl at appear yarn summari page, str go add servic wizard select new servic proceed deploy close wizard esc button wait littl bit mayb page refresh need go yarn summari new none compon appear period see screenshot,0 
6106,Siddharth Wagle,ambari-server,0, custom hadoop metric sink write sql store, sql server sink support push metric sql store jira address chang need support sink sql store,0 
6112,Andrii Tkach,ambari-web,0, filter alert fail host tabl, step reproduc go host page choos filter alert result host not filter alert request filter alert incorrect url data,0 
6113,Vitaly Brodetskyi,ambari-agent,0, nagio instal fail sle due php json not avail, use sle sp quick start imag ec look like php json avail php json avail workaround modifi nagio metainfo xml work lt packag gt lt name gt php json lt name gt lt packag gt,0 
6123,Xi Wang,ambari-web,0, issu dialog keypress, manag config group press return someth even though return not valid save press return press esc twice close dialog open nest dialog add group esc close parent esc close nest dialog open nest dialog also notic start focu name field click get focu,0 
6125,Janos Matyas,ambari-client,0, ambari groovi client enhanc, ambari rest client groovi enhanc refactor simplifi unit test take leverag groovi metaclass capabl rest call implement api compat version,0 
6137,Andrii Babiichuk,ambari-web,0, bulk oper confirm popup, host page action menu dropdown action show confirm popup list affect host big cluster may host host show host host host host show,0 
6140,Antonenko Alexander,ambari-web,0, step host check request, proceed step wait registr complet host check request set everi second ui set next request previou complet,0 
6146,Xi Wang,ambari-web,0, not possibl input enter target host textarea nd step instal wizard, not possibl input enter target host textarea,0 
6147,Xi Wang,ambari-web,0, ambari dashboard page click name node link return wrong page, str go dashboard page click name node link insid hdf link widget instead go name node host detail page return empti page,0 
6155,Oleg Nechiporenko,ambari-web,0, js error post config group request step instal, go instal step click overrid properti select new config group click ok js error appear error miss cluster name request url,0 
6162,Oleg Nechiporenko,ambari-web,0, behavior chang host filter no longer handl start match, host ip ambari start filter ip type host match start stay display ambari exact match start type host disappear final type whole thing exact match host ip match,0 
6169,Jaimin D Jetly,ambari-web,0, instal wizard ambari web client issu invalid request switch stack, step reproduc select stack go ahead select servic page navig back select stack page select stack go ahead step review page click next api call creat compon hdf servic fail ui display error messag invalid request unsupport invalid compon stack cluster name cc servic name hdf compon name journalnod stack info hdp,0 
6184,Dmitry Lysnichenko,ambari-agent,0, incorrect valu start count datanod compon, str instal node cluster hdp stack hdf map reduc nagio ganglia zoo keeper instal slave compon instal host enabl secur no kerbero setup expect failur secur wizard disabl secur success disabl secur follow api return incorrect number start count datanod say datanod actual run hostshttp server api cluster compon servic compon info categori slave client amp field servic compon info servic name servic compon info instal count servic compon info start count servic compon info total count amp minim respons true reason wrong kerbero setup dn process fail start leav stale pid file own root next one dn start command start dn process not overrid pid file server consid dn stop start dn command fail soon start due lock file data dir own alreadi run dn agent report server dn not run server display correct inform point view,0 
6194,Xi Wang,ambari-web,0, unsuit height dropdown menu metric page, str delet widget dashboard go metric gt add menu result appear inappropri dropdown bad metric png,0 
6197,Jaimin D Jetly,ambari-web,0, decommiss run data node delet menu item action pulldown, delet oper not allow host compon start state current delet menu item shown host compon flag decommiss start state perform delet oper condit return api server error host compon brought instal state decommiss flag delet oper perform happen expect delet menu item shown host compon instal state gray start state ambari web client not consid decommiss statu host compon valid requir condit enabl disabl delet menu item,0 
6199,Jaimin D Jetly,ambari-web,0, list box hostnam select host page enabl name node ha wizard not work, second step ha enabl name node ha wizard not work listbox hostnam real addit compon posit not depend valu listbox see screenshot possibl choos host listbox incorrect,0 
6201,John Speidel,null,0, fix sub resourc name stack api, stack api use sub resourc name stack servic servic compon instead servic compon name resourc specifi url incorrect resourc name would need use queri stack resourc exampl get stack servic name hdf url would api stack hdp version servic hdf want queri hdf servic across version api stack hdp version stack servic stack servic servic name hdf instead api stack hdp version servic stack servic servic name hdf fix sub resourc name return fix sub resourc name use queri partial respons,0 
6203,Andrii Tkach,ambari-web,0, unabl assign host ha wizard, str open ha wizard proceed select host step tri select host master compon result noth chang js error emerg,0 
6206,Aleksandr Kovalenko,ambari-web,0, bgo popup incorrect number task categori, task abort statu not includ abort categori,0 
6207,Antonenko Alexander,ambari-web,0, instal wizard step namenod heapsiz properti incorrect valu, step namenod heapsiz valu empti deploy even valu fill save caus error name node startup part object pass configur save namenod heapsiz namenod opt maxnews namenod opt newsiz nodemanag heapsiz,0 
6208,Antonenko Alexander,ambari-web,0, nagio restart compon button not work, servic page nagio servic action menu restart oper not work correctli dialog window press confirm not activ api not new request note describ situat relat nagio servic make restart correctli includ gener new request api,0 
6215,Antonenko Alexander,ambari-web,0, default add host sequenc trigger mani unseen cluster wide oper, ad host add host wizardon deploy step host present instal oper perform,0 
6221,Myroslav Papirkovskyy,ambari-server,0, ambari server reset show wrong command db manipul, perform ambari server reset extern db ambari server noth output command reset manual command wrong least suse su postgr command psql var lib ambari server resourc ambari ddl postgr drop sql usernam ambari password bigdata su invalid option tri su help inform command take account extern db locat anoth host mayb best option would give user abil reset automat exampl via command line switch like ambari server reset,0 
6228,Xi Wang,ambari-web,0, host check show report link miss dialog, confirm host step gt host check popup window show report link miss even host check warn exist reason newli ad host check jdk disk repo host name resolut dont trigger show report link show,0 
6234,Dmitry Lysnichenko,ambari-server,0, secur issu privat key password show log, gener privat key certif use openssl password key shown log info main shell command util command openssl genrsa de passout pass var lib ambari server key ca key finish exit code oper complet success info main shell command util command openssl req passin pass new key var lib ambari server key ca key var lib ambari server key ca csr batch finish exit code oper complet success info main shell command util command open ca creat serial var lib ambari server key ca crt day keyfil var lib ambari server key ca key key vg azz sa pk uu zzi cah dut sn th yi gdb ld selfsign extens jdk ca config var lib ambari server key ca config batch infil var lib ambari server key ca csr finish exit code oper complet success info main shell command util command openssl pkc export var lib ambari server key ca crt inkey var lib ambari server key ca key certfil var lib ambari server key ca crt var lib ambari server key keystor password pass passin pass see key vg azz sa pk uu zzi cah dut sn th yi gdb ld,1 
6236,Oleg Nechiporenko,ambari-web,0, host page no indic filter sort page happen not confus, filter sort page host page convert client side server side order address scalabl issu result respons ui depend upon quickli server respond filter sort page call also depend network ui wait new tabl content come server indic work progress exampl put overlay tabl spinner gray tabl spinner top kind like switch filter jira agil board,0 
6244,Xi Wang,ambari-web,0, restart icon present servic action restart button click, str chang properti servic hive exampl save chang click servic action gt restart button actual result servic action gt restart button not work noth restart pass restart icon still present expect result servic action gt restart button work restart pass restart icon not present action,0 
6247,Antonenko Alexander,ambari-web,0, add host stop servic, str instal cluster add host actual result ad host compon host stop expect result compon host start,0 
6265,Xi Wang,ambari-web,0, spinner instead chart dashboard servic tab ie, str deploy cluster defualt set navig dashboard page expect result chart present actual result spinner instead chart,0 
6266,Artem Baranchuk,contrib,0, get sql metric logic review,,0 
6267,Andrii Tkach,ambari-web,0, add servic fail server error condit, upon click deploy review page add servic wizard sometim ui show server error say resourc alreadi exist look like ui tri add client compon host alreadi seen hdf client mapreduc client etc tri add oozi sure storm think possibl other,0 
6268,Antonenko Alexander,ambari-web,0, step pagin slow,,0 
6270,Andrew Onischuk,ambari-server; stacks,0, repoinfo xml use famili tag rather type tag, bit confus chang sinc chang way itwork lt os type redhat gt lt os famili redhat gt,0 
6273,Antonenko Alexander,ambari-web,0, manag config group ganglia not instal config group popup appear, take data ganglia metric host ganglia not instal browser throw js error block popup initi,0 
6276,Andrii Babiichuk,ambari-web,0, prompt put servic mainten mode roll restart servic stop, initi roll restart servic stop would like option via checkbox exampl put servic mainten mode not alreadi mm avoid get lot alert,0 
6292,Greg Hill,ambari-web,0, python client cach curl flag request caus problem, current use python client issu delet request follow get request get request becom delet request imagin undesir problem set customrequest field delet unset next get pycurl see still set assum still delet,0 
6295,Srimanth Gunturi,ambari-web,0, ui freez second everi second node cluster, seem call app compon config mapper everi second mapper take second run mapper run entir ui frozen,0 
6298,Siddharth Wagle,ambari-server,0, custom command execut take long, take signific amount time popul cluster host info everi execut cmd node cluster org apach ambari server util stage util get cluster host info map cluster,0 
6299,Siddharth Wagle,ambari-server,0, jmx properti provid make call endpoint without check support properti, caus cpu usag go upto ui becom unus except error pool thread jmx properti provid caught except get jmx metric connect refus jmx endpoint call jmx metric,0 
6311,Antonenko Alexander,ambari-web,0, bulk op target maximum page size host, seem max number target host bulk oper cap current page size host page exampl cluster data node go host page click action either go filter host host select data node gt stop confirm popup tell data node stop data node instead current page size host page set anoth scenario set page size select host use check next page check go action gt select host gt data node gt stop tri perform action data node,0 
6322,Srimanth Gunturi,ambari-web,0, choos bulk host decommiss node cluster host page spin, step reproduc filter data node increas page size select decommis datanod end spinner might blocker attach snapshot,0 
6327,Srimanth Gunturi,ambari-web,0, roll restart start stale checkbox not work function, roll restart page restart node manag stale config checkbox noth happen no matter one check not servic hdf yarn action gt restart dn nm dn nm restart no matter restart node manag stale config option check,0 
6332,Andrii Babiichuk,ambari-web,0, bulk decommiss background oper popup content look broken, header task detail popup look broken run decommiss mani datanod,0 
6335,Andrii Tkach,ambari-web,0, add servic wizard remov new properti ad core site global cluster instal,,0 
6337,Aleksandr Kovalenko,ambari-web,0, host page incorrect total number host filter instal compon, str go host page filter compon check datanod bottom right corner see show,0 
6340,Aleksandr Kovalenko,ambari-web,0, filter select host reset pagin, page size select host first page go page select host total select click host select goe page host correct click go page see host select reset page,0 
6349,Srimanth Gunturi,ambari-web,0, chang properti click save button map reduc config page no comfirm popup, str go map reduc config page chang job tracker new gener size new valu clike save button result no confirm popup save button turn grey switch page save button warn popup not work neither,0 
6350,Andrii Tkach,ambari-web,0, unabl restart host compon node cluster, node cluster went host page went host gt host gt restart compon follow got error dialog imag attach except log error qtp ambari jpa local txn interceptor detail error rollback reason local except stack except eclips link eclips persist servic org eclips persist except databas except intern except java sql batch updat except batch entri insert requestoperationlevel oper level id cluster name host compon name host name level name request id servic name valu horton null horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton pramod thangali intern horton master pramod thangali intern horton master pramod thangali intern horton master pramod thangali intern host null abort call get next except see caus error code call insert requestoperationlevel oper level id cluster name host compon name host name level name request id servic name valu bind gt paramet bound queri insert object queri org apach ambari server orm entiti request resourc filter entiti ae org eclips persist except databas except sql except databas except java org eclips persist intern databaseaccess databas accessor process except comm error databas accessor java org eclips persist intern databaseaccess databas accessor execut jdk batch statement databas accessor java org eclips persist intern databaseaccess parameter sql batch write mechan execut batch statement parameter sql batch write mechan java org eclips persist intern databaseaccess parameter sql batch write mechan append call parameter sql batch write mechan java org eclips persist intern databaseaccess databas accessor basic execut call databas accessor java org eclips persist intern databaseaccess databas accessor execut call databas accessor java org eclips persist intern session abstract session basic execut call abstract session java org eclips persist session server client session execut call client session java org eclips persist intern queri datasourc call queri mechan execut call datasourc call queri mechan java org eclips persist intern queri datasourc call queri mechan execut call datasourc call queri mechan java org eclips persist intern queri datasourc call queri mechan insert object datasourc call queri mechan java org eclips persist intern queri statement queri mechan insert object statement queri mechan java org eclips persist intern queri statement queri mechan insert object statement queri mechan java org eclips persist intern queri databas queri mechan insert object write databas queri mechan java org eclips persist queri insert object queri execut commit insert object queri java org eclips persist queri insert object queri execut commit chang set insert object queri java org eclips persist intern queri databas queri mechan execut write chang set databas queri mechan java org eclips persist queri write object queri execut databas queri write object queri java org eclips persist queri databas queri execut databas queri java org eclips persist queri databas queri execut unit work databas queri java org eclips persist queri object level modifi queri execut unit work object level modifi queri object level modifi queri java org eclips persist queri object level modifi queri execut unit work object level modifi queri java org eclips persist intern session unit work impl intern execut queri unit work impl java org eclips persist intern session abstract session execut queri abstract session java org eclips persist intern session abstract session execut queri abstract session java org eclips persist intern session abstract session execut queri abstract session java org eclips persist intern session commit manag commit new object class chang set commit manag java org eclips persist intern session commit manag commit object class chang set commit manag java org eclips persist intern session commit manag commit object chang set commit manag java org eclips persist intern session abstract session write object chang set abstract session java org eclips persist intern session unit work impl commit databas unit work impl java org eclips persist intern session repeat write unit work commit databas repeat write unit work java org eclips persist intern session unit work impl commit databas chang set unit work impl java org eclips persist intern session repeat write unit work commit root unit work repeat write unit work java org eclips persist intern session unit work impl commit resum unit work impl java org eclips persist intern jpa transact entiti transact impl commit intern entiti transact impl java org eclips persist intern jpa transact entiti transact impl commit entiti transact impl java org apach ambari server orm ambari jpa local txn interceptor invok ambari jpa local txn interceptor java com googl inject intern interceptor stack callback intercept method invoc proceed interceptor stack callback java com googl inject intern interceptor stack callback intercept interceptor stack callback java org apach ambari server actionmanag action db accessor impl enhanc guic ddd persist action lt gener gt org apach ambari server actionmanag action manag send action action manag java org apach ambari server actionmanag action manag send action action manag java org apach ambari server control ambari manag control impl creat action ambari manag control impl java org apach ambari server control intern request resourc provid invok request resourc provid java org apach ambari server control intern request resourc provid invok request resourc provid java org apach ambari server control intern abstract resourc provid creat resourc abstract resourc provid java org apach ambari server control intern request resourc provid creat resourc request resourc provid java org apach ambari server control intern cluster control impl creat resourc cluster control impl java org apach ambari server api servic persist persist manag impl creat persist manag impl java org apach ambari server api handler creat handler persist creat handler java org apach ambari server api handler base manag handler handl request base manag handler java org apach ambari server api servic base request process base request java org apach ambari server api servic base servic handl request base servic java org apach ambari server api servic base servic handl request base servic java org apach ambari server api servic request servic creat request request servic java sun reflect gener method accessor invok unknown sourc,0 
6359,Antonenko Alexander,ambari-web,0, host page mysteri select host keep come back, see attach video somehow alway host select explicitli hit clear select page refresh somehow revert back host select,0 
6369,Xi Wang,ambari-web,0, hostnam wrap icon asterisk assign slave, see attach,0 
6376,Aleksandr Kovalenko,ambari-web,0, excess request send host page, open host page see excess request spinner appear two time one anoth,0 
6379,Andrii Tkach,ambari-web,0, host detail page decommiss nm label stop, yarn servic page node manag statu activ lost unhealthi reboot decommiss host detail page decommiss nm state nm label stop not consist compar servic page api call href http api cluster cl host us mon cs cloud intern host compon nodemanag host role cluster name cl compon name nodemanag desir admin state decommiss desir stack id hdp desir state start host name us mon cs cloud intern mainten state servic name yarn stack id hdp stale config fals state instal result user cannot start node manger consid decommiss resourc manger,0 
6402,Oleg Nechiporenko,ambari-web,0, mani servic fail start use custom user name group, custom servic page set next valu user group name valu proxi group hive web cat oozi falcon custom usersgr hdf user custom hdf map reduc user custom mapr yarn user custom yarn base user custom hbase hive user custom hive cat user custom hcat web cat user custom hcat oozi user custom oozi falcon user custom falcon storm user custom storm zoo keeper user custom zookeep ganglia user custom nobodi nagio user custom nagio nagio group custom nagiosgr smoke test user ambari qa tez user custom tez hadoop group custom hadoopgr skip group modif instal fals deploy mani servic fail start map reduc hbase hive web hcat falcon oozi error call in cs cloud intern localhost fail connect except java net connect except connect refus detail see http wiki apach org hadoop connect refus,0 
6405,Aleksandr Kovalenko,ambari-web,0, move wizard get stuck wizard run second time compon without page refresh, str run move wizard master compon not click complet button oper finish close wizard confirm close without page refresh open wizard master compon tri reassign anoth host ex back previou host wizard get stuck sourc host master compon calcul incorrectli issu relat host compon mapper first run move wizard model master one host move new one old host compon delet server ui model still contain brake algorithm calcul sourc host assign master step,0 
6406,Andrii Tkach,ambari-web,0, move wizard assign master step next button not disabl host input error, move wizard run cluster larg number host assign master step input enter hostnam instead select dropdown dropdown empti show error time target host select correctli next button enabl,0 
6409,Alejandro Fernandez,infra,0, postgr creat script gener error clusterconfig, manual run postgr creat sql script encount error error psql ambari ddl postgr creat sql error column config attribut specifi psql ambari ddl postgr creat sql error relat clusterconfig not exist psql ambari ddl postgr creat sql error relat clusterconfig not exist repro step spin cent os vm vagrant vagrant ssh sudo su wget http public repo hortonwork com ambari cento updat ambari repo cp ambari repo etc yum repo yum instal ambari server setup postgr databas vi etc yum repo cent os base repo edit base updat section ad follow line without quot exclud postgresql yum localinstal http yum postgresql org redhat rhel pgdg cento noarch rpm yum instal postgresql server cd etc yum repo servic postgresql initdb chkconfig postgresql servic postgresql start run script cp vagrant ambari ddl postgr creat sql var lib ambari server resourc assum latest file trunk cp var lib ambari server resourc ambari ddl postgr creat sql var lib pgsql su postgr psql follow step http doc hortonwork com hdp document ambari bk ambari refer content nndb use ambari postgresql html ambaridatabas ambari ambarius postgr ambarischema ambari ambari ddl postgr creat sql verifi error done issu psql command line exit,0 
6418,Andrii Tkach,ambari-web,0, config page load slowli node cluster servic, node cluster servic config page load slowli though load time improv significantli load time depend servic sampl load time hdf yarn mr tez hbase hive webhcat falcon storm oozi ganglia nagio zookeep pig sqoop no config page,0 
6426,Alejandro Fernandez,site,0, link ext js licens choos servic page move, step ambari instal broken link choos servic link ext js librari licens oozi servic move http www sencha com product extj licens updat url sinc cover ext js avail gpl licens http www sencha com legal open sourc faq,0 
6439,Andrii Babiichuk,ambari-web,0, filter state not clear background oper popup caus lot confus, background oper popup filter state persist host task level even close popup filter clear user goe back one level close popup caus lot confus user expect filter clear instead cannot see host task expect,0 
6440,Aleksandr Kovalenko,ambari-web,0, unabl move name node, str enabl nnha activ name node suse host standbi name node suse host stop snn open move nn wizard result next button activ choos exist topolog suse suse next button inact choos custom topolog suse suse upd reproduc also non ha cluster,0 
6442,Antonenko Alexander,ambari-web,0, js error occur period job detail page open, uncaught type error cannot read properti properti undefin ambari web app view common quick view link view js,0 
6471,Srimanth Gunturi,ambari-web,0, add servic wizard corrupt config file unpredict, test use rc bit branch hash ffb ec reveal add servic corrupt config file unpredict manner seen ad pig result core site drop exist properti except hadoop proxyus falcon host hadoop proxyus falcon group add storm result core site retain exist properti drop hadoop proxyus set servic except falcon ad storm drop number exist properti yarn site node manag no longer restart bottomlin behavior seem pretti random ad servic differ cluster result differ behavior also ad servic certain config like hdf site not clone config like yarn site mapr site get clone even no properti chang made regardless servic ad updat chang hdf site add servic wizard never persist,0 
6477,Andrii Babiichuk,ambari-web,0, add host wizard error exist host not present, str click add host type exist host click regist confirm button actual result present messag ssh privat key requir excpect result hould also present messag like host alreadi exist note excpect messag present type select ss key click regist confirm,0 
6483,Oleg Nechiporenko,ambari-web,0, js error job page at stop, at stop job page continu produc follow js error network error bad request http proxi url http us mon cs cloud intern ws timelin hive queri id field event primaryfilt otherinfo amp secondari filter tez true amp limit amp proxi network error bad request http proxi url http us mon cs cloud intern ws timelin hive queri id limit amp secondari filter tez true amp proxi network error bad request http proxi url http us mon cs cloud intern ws timelin hive queri id limit amp secondari filter tez true amp,0 
6491,Antonenko Alexander,ambari-web,0, default config group name contain undefin instead servic name manag config group popup,,0 
6499,Oleg Nechiporenko,ambari-web,0, unabl proceed step instal yarn depend servic select yarn hdp, str step instal wizard select servic depend yarn piq oozi hive select yarn press next button expect result popup info yarn depend appear actual result noth happen js error occur uncaught type error cannot read properti get undefinedatapp control wizard step control js,0 
6504,Aleksandr Kovalenko,ambari-web,0, incorrect error count yarn step instal wizard hdp, custom servic step indic yarn properti need revis no one highlight incorrect,0 
6521,Xi Wang,ambari-web,0, hostnam case sensit, hostnam ca se se nsi ti viti caus hostnam match error instal wizard hostnam must lower case user input otherwis hostnam match instal fail ambari tolow host compar effect instal add host wizard,0 
6525,Andrii Babiichuk,ambari-web,0, unabl instal cluster come back step select differ stack version, str proceed step instal wizard return step choos differ stack version go forward result unabl proceed step js error occur uncaught error lt ds state manag ember gt could not respond event chang data state root state load updat uncommit workaround log log perforf instal differ stack version,0 
6527,subin,null,0, ambari support cent os rhel, background cento differ cento current ambari amp hdp not support cento support ambari cent os rhel multipl element mvn build ambari success document requir step wiki ambari server amp agent modifi support cento redhat follow chang necessari usr lib python symbol link code chang add redhat new os famili hdp cento rpm new repo made avail deploy differ servic cento redhat current cento not support ambari hdp build team jira captur,0 
6539,Oleg Nechiporenko,ambari-web,0, creat main page tabl job,,0 
6544,Xi Wang,ambari-web,0, add zkfc compon summari page nnha enabl, add zkfc compon summari page zkfc relat namenod smaller size,0 
6558,Xi Wang,ambari-web,0, fe allow add host host unknown state agent stop, ad host cluster manual instal start agent http ambari apach org api host ambari apach org href http ambari apach org api host ambari apach org host host health report host name ambari apach org host state healthi host statu healthi agent stop host href http ambari apach org api host ambari apach org host host health report host name ambari apach org host state heartbeat lost host statu unknown point perform add host start wizard add host eventu fail although see wait need form error indic host not lost,0 
6568,Jaimin D Jetly,ambari-web,0, servic pluggabl new ad servic stack add properti link log env categori,,0 
6570,Oleg Nechiporenko,ambari-web,0, fast user skip custom servic step add servic wizard config not load, str instal cluster go add servic wizard proceed step custom servic config load click next user tri instal servic config provid manual use ui like nagio get js error next step,0 
6571,Oleg Nechiporenko,ambari-web,0, none link affect alreadi instal servic select servic step,,0 
6575,Antonenko Alexander,ambari-web,0, link ganglia chart host detail page show graph except name node host, ui link ganglia web display graph specif host http lt ganglia host gt ganglia mobil helper php show host metric amp lt target fqdn gt amp hdp name node amp hour amp cs amp ce note hdp name node static believ work name node gmond repeat host not fix caus issu ticket let chang call ui make hdp name node hdp slave verifi host level ganglia link work host multi node cluster includ host client,0 
