issue_id,summary,description,summary_proc,description_proc,Surprising,Dormant,Blocker,Security,Performance,Breakage
576,In Custom config for Nagios: emails with multiple periods before the '@' fails validation, in custom config nagio email multipl period fail valid,,,0,0,0,0,0,0,
578,Custom Config page: don't allow form submission if there are client-side validation errors, custom config page allow form submiss client side valid error,Currently the button looks disabled when there are client-side validation errors  but it is clickable. This is a problem because there is no server-side validation to make sure that the passwords match., current button look disabl client side valid error clickabl thi problem server side valid make sure password match,0,0,0,1,0,0,
581,special characters in hosts files created on some common windows editors causes issues, special charact host file creat common window editor caus issu,,,0,0,0,0,0,0,
587,Rat compliance patch, rat complianc patch,Adding apache license to all the files within Ambari for rat tool compliance., ad apach licens file within ambari rat tool complianc,0,0,0,0,0,0,
588,Externalize the manager service name and point the Help link to a valid URL, extern manag servic name point help link valid url,The master role assignment page (Step 5 of install) and the cluster topology summary page are referencing the manager service name as 'HMC Server'. This needs to be changed to 'Ambari' server.The post-install success message on a single-node install has the same issue.Currently  the Help link in the top nav launches a new tab and loads the page that the user is on. Instead  load the Help page on Ambari project website (for now  we'll point it to the Install Guide as a placeholder)., the master role assign page step instal cluster topolog summari page referenc manag servic name hmc server thi need chang ambari server the post instal success messag singl node instal issu current help link top nav launch new tab load page user instead load help page ambari project websit point instal guid placehold,0,0,0,0,0,0,
591,License header for PHP files should use PHP comments  not HTML comments, licens header php file use php comment html comment,Some PHP files have the HTML-style comments. This is problematic sincethe license headers are becoming part of the HTML response. Worse yet  the headers are repeated multiple times in the response. This can also cause unexpected behavior., some php file html style comment thi problemat sinceth licens header becom part html respons wors yet header repeat multipl time respons thi also caus unexpect behavior,0,0,0,0,0,0,
592,Add a link to NOTICE file on every page, add link notic file everi page,This is so that stuff with different compatible licenses can be attributed appropriately., thi stuff differ compat licens attribut appropri,0,0,0,0,0,0,
597,Remove /usr/bin/php dependency from the rpm's, remov usr bin php depend rpm,,,0,0,0,0,0,0,
600,Fix lzo installs to work correctly on RHEL6, fix lzo instal work correctli rhel,,,0,0,1,0,0,0,
607,Increase puppet timeouts to handle single-node installs timing out, increas puppet timeout handl singl node instal time,,,0,0,0,0,1,0,
614,The database set up script has a duplicate definition of AmbariConfig so install fails, the databas set script duplic definit ambari config instal fail,,,0,0,0,0,0,0,
615,Eliminate redundant and unused definition for the columns in the table ConfigProperties, elimin redund unus definit column tabl config properti,ConfigProperties table has a column named 'display_type'.There's also a JSON-encoded 'display_attributes' column.The 'display_attributes' column has the attributes 'isPassword'  'displayType'  and 'noDisplay'. This is duplicate information is already stored by the 'display_type' column so these attributes are not needed.Upon inspecting the code  these attributes are not used so changing them have no effect. We should simply get rid of these attributes., config properti tabl column name display type there also json encod display attribut column the display attribut column attribut password display type display thi duplic inform alreadi store display type column attribut need upon inspect code attribut use chang effect we simpli get rid attribut,0,0,0,0,0,0,
628,hdp-nagios and hdp-monitoring has wrong configuration file location  also owner:group permissions are wrong., hdp nagio hdp monitor wrong configur file locat also owner group permiss wrong,Suse environment has wrong configuration location for hdp-dashboard and hdp-nagios. Also  owner:group permissions were wrongly set to root:root instead of 'wwwrun' and group is 'www, suse environ wrong configur locat hdp dashboard hdp nagio also owner group permiss wrongli set root root instead wwwrun group www,0,0,0,1,0,0,
633,Fix invalid HTML markup on Monitoring Dashboard, fix invalid html markup monitor dashboard,,,0,0,0,0,0,0,
635,Add Nodes Progress: for partial failure that lets the user continue  display an orange bar rather than a red bar in the progress popup, add node progress partial failur let user continu display orang bar rather red bar progress popup,,,0,0,0,0,0,0,
636,Support for Hadoop Security (front-end changes), support hadoop secur front end chang,,,0,0,0,0,0,0,
638,Weirdness with Custom Config page when the user goes back to previous stages, weird custom config page user goe back previou stage,Issue 1. Going back and forth between different stages in the Cluster Install Wizard  it is possible to get into a state where Custom Config form has the submit button disabled but no field errors are shown.Steps to replicate: Go up to Stage 6  but do not submit the form Go back to Stage 3 Go up to Stage 6 again. No field errors are shown when they should be.Issue 2. Custom Config stage is skipped once you get to 'Review and Deploy' and go back to a stage preceding Custom Config.Steps to replicate: Go thru the Cluster Install Wizard up to Stage 7 ('Review and Deploy')  but do not submit the form. Go back to Stage 4 or 5. Once you submit the form on Stage 5  Stage 6 is skipped and goes directly to Stage 7. If you go back to Stage 3 or earlier  then Stage 6 will not be skipped., issu go back forth differ stage cluster instal wizard possibl get state custom config form submit button disabl field error shown step replic go stage submit form go back stage go stage no field error shown issu custom config stage skip get review deploy go back stage preced custom config step replic go thru cluster instal wizard stage review deploy submit form go back stage onc submit form stage stage skip goe directli stage if go back stage earlier stage skip,0,0,0,0,0,0,
668,Ambari should install yum priorities on all nodes to ensure main repo is picked first, ambari instal yum prioriti node ensur main repo pick first,Depending on which main hadoop repo is used to setup the cluster  sometimes  wrong packages may be pulled from add-on repos even if the main repo has a higher priority and has the same package. This can create problems by incompatible dependencies getting installed at times., depend main hadoop repo use setup cluster sometim wrong packag may pull add repo even main repo higher prioriti packag thi creat problem incompat depend get instal time,0,0,0,0,0,0,
675,Make puppet generate more logs on command failures, make puppet gener log command failur,,,0,0,0,0,0,0,
689,Fix ambari agent init.d scripts and the bootstrapping., fix ambari agent init script bootstrap,,,0,0,0,0,0,0,
701,Ambari does not handle a pre-setup user-supplied Hive Metastore, ambari handl pre setup user suppli hive metastor,Ambari treats a Hive Metastore as something that it still needs to install and setup even though it may not have the necessary permissions to do so., ambari treat hive metastor someth still need instal setup even though may necessari permiss,0,0,0,0,0,0,
1072,Change text on alerts 'about XX hours ago', chang text alert xx hour ago,Alerts should have text like :OK for about 17 hoursWARN for about 17 hoursCRIT for about 17 hours, alert text like ok hour warn hour crit hour,1,0,0,0,0,0,
1081,HDFS disk capacity on dashboard is seen as negative number, hdf disk capac dashboard seen neg number,Sometimes disk capacity calculations end up in negative numbers., sometim disk capac calcul end neg number,1,0,0,0,0,0,
1085,Remove files from ambari-web that were not meant to be checked in, remov file ambari web meant check,ambari-web/node_modules  ambari-web/public  ambari-web/ambari.iml were not meant to be checked in. Must remove., ambari web node modul ambari web public ambari web ambari iml meant check must remov,0,0,0,0,0,0,
1092,dashboard > Summary > capacity pie chart keeps changing colors, dashboard summari capac pie chart keep chang color,,,0,0,0,0,0,0,
1096,Create heatmap legend entries for missing data/invalid hosts, creat heatmap legend entri miss data invalid host,Currently we dont fill anything which is ambiguous., current dont fill anyth ambigu,1,0,0,0,0,0,
1098,Switching services does not update various UI elements, switch servic updat variou ui element,When you switch services in the UI  sometimes alerts are mismatched compared to selected service. Also the highlights in left-bar are not working., when switch servic ui sometim alert mismatch compar select servic also highlight left bar work,1,0,0,0,0,0,
1102,Error handling when errors are encountered during preparation for deploy, error handl error encount prepar deploy,Currently  if any errors are encountered during preparation for deploy  the user is taken to the deploy page and the hosts will be shown as 'Waiting' but nothing happens. This is bad UX.At a minimum  we should prevent the user from proceeding and display an appropriate error message if any error is encountered after 'Deploy' is clicked  but before we transition to Step 9.We should also think about how a user can recover from this situation.At this point  the deploy has not initiated  but certain API calls may have succeeded  so we may have incomplete info in the database. Currently there's no convenient way to 'rollback'.We can either ask the user to clean the slate by reinitializing the database and try again (should succeed if the original problem was temporary).We can also build more logic in the UI to retry  check if records already exist  etc..., current error encount prepar deploy user taken deploy page host shown wait noth happen thi bad ux at minimum prevent user proceed display appropri error messag error encount deploy click transit step we also think user recov situat at point deploy initi certain api call may succeed may incomplet info databas current conveni way rollback we either ask user clean slate reiniti databas tri succeed origin problem temporari we also build logic ui retri check record alreadi exist etc,1,0,0,0,0,0,
1103,Need to be able to reliably recover from the case when the browser is closed during deploy (Step 8 post submission  Step 9) of the wizard, need abl reliabl recov case browser close deploy step post submiss step wizard,Need to be able to reliably recover from the case when the browser is closed during deploy (Step 8 post submission  Step 9) of the wizard.Even after submitting  Step 10  its taking to Step 9 after browser restart. Ideally it should take to monitoring page., need abl reliabl recov case browser close deploy step post submiss step wizard even submit step take step browser restart ideal take monitor page,1,0,0,0,0,0,
