issue_id,reporter,component,keywords,pre_sum,summary,pre_des,description,des-1,des-2,des-3,des-4,des-5,files,Security
4938,Vid Cheruvu,camel-core; jmx,0,ManagedBrowsableEndpoint are broken, ManagedBrowsableEndpoint manag browsabl endpoint broken,ManagedeBrowsableEndpoint are broken which means any component that inherit ManagedBrowsableEndpoint have errors as well. Please see the link below which will have error screen shot of queueSize JMX operations.http://camel.465427.n5.nabble.com/JMX-queue-size-operation-fails-Camel-2-9-0-td5233089.html, ManagedeBrowsableEndpoint managed browsabl endpoint broken mean compon inherit ManagedBrowsableEndpoint manag browsabl endpoint error well well pleas see link error screen shot queueSize queue size JMX oper http camel nabbl com JMX queue size oper fail camel td html oper http camel nabbl com JMX queue size oper fail camel td html,0,1,0,1,0,camel-core/src/main/java/org/apache/camel/component/seda/SedaEndpoint.java;camel-core/src/main/java/org/apache/camel/management/DefaultManagementObjectStrategy.java;camel-core/src/main/java/org/apache/camel/management/mbean/ManagedSedaEndpoint.java;camel-core/src/test/java/org/apache/camel/management/ManagedSedaEndpointTest.java;components/camel-spring/src/test/java/org/apache/camel/spring/management/SpringManagedSedaEndpointTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/management/SpringManagedSedaEndpointTest.xml;camel-core/src/main/java/org/apache/camel/component/seda/SedaEndpoint.java;camel-core/src/main/java/org/apache/camel/management/DefaultManagementObjectStrategy.java;camel-core/src/main/java/org/apache/camel/management/mbean/ManagedSedaEndpoint.java;camel-core/src/main/java/org/apache/camel/util/EndpointHelper.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/BrowsableQueueTest.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/BrowsableQueueTest.java;camel-core/src/main/java/org/apache/camel/management/mbean/ManagedBrowsableEndpoint.java;camel-core/src/main/java/org/apache/camel/management/mbean/ManagedEndpoint.java;,0
4942,Christian Müller,camel-core; camel-jaxb,0,exchange.getIn().getBody(.class) throws an exception for Jaxb model objects, exchang getIn getBody class exchang get get bodi class throw except jaxb model object,exchange.getIn().getBody(Foo.class);should return a Foo instance or null  if no suitable type converter is available. The java doc says: 'return the body of the message as the specified type  or &lt;tt&gt;null&lt;/tt&gt; if not possible to convert'If Foo is an Jaxb object model  this method call: throws an org.xml.sax.SAXParseException if the body content is a string throws a javax.xml.bind.UnmarshalException if the body content is another Jaxb model objectPlease have a look on the attached sample eclipse project., exchang getIn getBody foo class exchang get get bodi foo class return foo instanc null no suitabl type convert avail avail java doc say say return bodi messag specifi type lt tt gt null lt tt gt lt tt gt null lt tt gt not possibl convert convert foo jaxb object model method call call throw org xml sax SAXParseException org xml sax SAX pars except bodi content string throw javax xml bind UnmarshalException javax xml bind unmarsh except bodi content anoth jaxb model objectPlease object pleas look attach sampl eclips project project,0,0,1,1,1,components/camel-jaxb/src/test/java/org/apache/camel/example/FallbackTypeConverterDoesNotThrowExceptionTest.java;components/camel-jaxb/src/test/java/org/apache/camel/example/FallbackTypeConverterShouldNotThrowExceptionTest.java;components/camel-jaxb/src/test/java/org/apache/camel/example/FallbackTypeConverterShouldNotThrowExceptionTest.java;components/camel-jaxb/src/test/java/org/apache/camel/jaxb/FallbackTypeConverterShouldNotThrowExceptionTest.java;components/camel-jaxb/src/test/java/org/apache/camel/example/FallbackTypeConverterDoesNotThrowExceptionTest.java;components/camel-jaxb/src/main/java/org/apache/camel/converter/jaxb/FallbackTypeConverter.java;components/camel-jaxb/src/test/java/org/apache/camel/jaxb/CamelJaxbFallbackConverterTest.java;,0
4954,Sebastian Rühl,camel-core,0,Camel 2.9.0 incapable of working with % in endpoint URIs, camel incap work endpoint URIs UR,In the class org.apache.camel.util.URISupport which will be used to resolve endpoints (DefaultCamelContext#normalizeEndpointUri) the method parseParameters will be called.At first the java.net.Uri#getQuery will be called with according to the javadoc 'Returns the decoded query component of this URI' returns a decoded URI. If that fails the java.net.Uri#getSchemeSpecificPart method will be called which according to the javadoc 'Returns the decoded scheme-specific part of this URI.' returns a decoded URI.So to summarize we get in any case a decoded URI.This URI will then be than in the method org.apache.camel.util.URISupport#parseQuery(String) again decoded with java.net.URLDecoder#decode(String String).This code leads to the following behaviour: If a % is properly encoded with %25test the %25test will be substituted by the first call to %test and the decoded again which leads to an Exception.In the http://svn.apache.org/viewvc?view=revision&amp;revision=1166508 commit you can see that the % was uncommented from org.apache.camel.util#UnsafeUriCharactersEncoder. Maybe this is related.However... Double encoding of URIs seems quite odd. With any URI char there is no issue with that. But with % the % will be decoded again  which makes a % unusable in Camel., class org apach camel util URISupport org apach camel util URI support use resolv endpoint DefaultCamelContext normalizeEndpointUri default camel context normal endpoint uri method parseParameters pars paramet call call first java net uri getQuery java net uri get queri call accord javadoc return return decod queri compon URI URI return decod URI URI fail java net uri getSchemeSpecificPart java net uri get scheme specif part method call accord javadoc return return decod scheme specif scheme specif part URI URI return decod URI URI summar get case decod URI URI URI method org apach camel util URISupport parseQuery string org apach camel util URI support pars queri string decod java net URLDecoder decod string java net URL decod decod string string string code lead follow behaviour behaviour properli encod test test substitut first call test decod lead except except commit see uncom org apach camel util UnsafeUriCharactersEncoder org apach camel util unsaf uri charact encod mayb relat howev relat howev doubl encod URIs UR seem quit odd odd URI char no issu decod make unus camel camel,0,0,1,1,1,0,0
4963,serdar tunc,camel-core; camel-ftp,0,antInclude support for case insensitive patterns, antInclude ant includ support case insensit pattern,antIncude patterns are case sensitive. I need a case insensitive file matching pattern with file and ftp components.note: custom filters is not applicable since I read patterns from database there is no way to correlate the filters with the routes., antIncude ant incud pattern case sensit sensit need case insensit file match pattern file ftp compon note compon note custom filter not applic sinc read pattern databas no way correl filter rout rout,0,1,0,0,0,camel-core/src/main/java/org/apache/camel/component/file/AntPathMatcherFileFilter.java;camel-core/src/main/java/org/apache/camel/component/file/AntPathMatcherGenericFileFilter.java;camel-core/src/main/java/org/apache/camel/component/file/GenericFileEndpoint.java;camel-core/src/main/java/org/apache/camel/util/AntPathMatcher.java;camel-core/src/test/java/org/apache/camel/component/file/AntPathMatcherGenericFileFilterTest.java;camel-core/src/test/java/org/apache/camel/util/AntPathMatcherTest.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfEndpoint.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfEndpoint.java;,0
4970,Lefteris Tsallas,camel-saxon,0,Cannot use xquery predicate in filter after an xpath splitter., cannot use xqueri predic filter xpath splitter splitter,After upgrading from 2.5.0 to 2.9.0 using xqury predicate after an xpath filter throws java.lang.ClassCastException: net.sf.saxon.tinytree.TinyElementImpl cannot be cast to net.sf.saxon.om.DocumentInfo . Attached unit test doesn't fail in camel 2.5.0.from('direct:xpath') .split(xpathsplitter) .filter().xquery('//record&#91;type=2&#93;') .to('mock:result'); See nabble discussion http://camel.465427.n5.nabble.com/Unit-test-fails-after-upgrading-to-2-7-1-Cannot-use-xquery-expression-after-xpath-td4422582.html, upgrad use xquri predic xpath filter throw java lang ClassCastException java lang class cast except net sf saxon tinytre TinyElementImpl net sf saxon tinytre tini element impl cannot cast net sf saxon om DocumentInfo net sf saxon om document info attach unit test fail camel direct xpath direct xpath split xpathsplitt split xpathsplitt filter xqueri record type filter xqueri record type mock result mock result see nabbl discuss,0,0,1,1,0,camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java;components/camel-saxon/src/test/java/org/apache/camel/component/xquery/XQueryPredicateFilterTest.java;,0
4976,Hadrian Zbarcea,camel-core,0,Problem Removing Endpoints, problem remov endpoint,(see context on the users@ list)When using removeEndpoints(String) with a pattern  some endpoints (like jms topics) are reported as removed but they are not., see context user user list list use removeEndpoints string remov endpoint string pattern endpoint like jm topic topic report remov not not,0,0,0,1,0,0,1
4985,Christian Schneider,examples,0,Spring security example does not work, spring secur exampl not work,When you try to run the spring security example and access it from a browser you get 404. I debugged into it and the reason is that the camel context does not attach to the camel http servlet., tri run spring secur exampl access browser get debug reason camel context not attach camel http servlet servlet,0,0,0,0,1,examples/camel-example-spring-security/pom.xml;examples/camel-example-spring-security/src/main/resources/camel-context.xml;examples/camel-example-spring-security/src/main/resources/org/apache/camel/example/spring/security/camel-context.xml;examples/camel-example-spring-security/src/main/resources/org/apache/camel/example/spring/security/common-security.xml;examples/camel-example-spring-security/src/main/webapp/WEB-INF/applicationContext-security.xml;examples/camel-example-spring-security/src/main/webapp/WEB-INF/web.xml;,1
4986,Erik Bakker,camel-jmx,0,ManagedPerformanceCounterMBean should extend ManagedCounterMBean, ManagedPerformanceCounterMBean manag perform counter bean extend ManagedCounterMBean manag counter bean,ManagedPerformanceCounterMBean does not extend ManagedCounterMBean  while ManagedPerformanceCounter does extend ManagedCounter., ManagedPerformanceCounterMBean manag perform counter bean not extend ManagedCounterMBean manag counter bean ManagedPerformanceCounter manag perform counter extend ManagedCounter manag counter,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedPerformanceCounterMBean.java;,0
4989,Willem Jiang,camel-bindy,0,BindyDataFormat should not use the default encoding, BindyDataFormat bindi data format not use default encod,Here is the mail thread&#91;1&#93; which discuss about it.&#91;1&#93;http://camel.465427.n5.nabble.com/Bindy-CSV-parser-uses-default-encoding-tp5456136p5456136.html, mail thread thread discuss http camel nabbl com bindi CSV parser use default encod tp html http camel nabbl com bindi CSV parser use default encod tp html,0,0,0,1,0,components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/csv/BindyCsvDataFormat.java;components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/fixed/BindyFixedLengthDataFormat.java;components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/kvp/BindyKeyValuePairDataFormat.java;,0
4993,Joshua Watkins,camel-cometd,0,Add session information from cometd to camel message headers, add session inform cometd camel messag header,The cometd component has the ability to authenticate a connection with a custom SecurityPolicy.&#91;1&#93; This information can then be added to the cometd session for further calls. Unfortunately  session attributes aren't passed to the camel message for processing by endpoints and processors further down the line. 1. http://cometd.org/documentation/2.x/howtos/authentication, cometd compon abil authent connect custom SecurityPolicy secur polici inform ad cometd session call call unfortun session attribut pass camel messag process endpoint processor line line,0,1,0,1,0,components/camel-cometd/src/test/java/org/apache/camel/component/cometd/CometBindingTest.java;components/camel-cometd/src/main/java/org/apache/camel/component/cometd/CometdBinding.java;components/camel-cometd/src/main/java/org/apache/camel/component/cometd/CometdEndpoint.java;components/camel-cometd/src/test/java/org/apache/camel/component/cometd/CometdProducerConsumerTest.java;,1
4994,alex hutter,camel-spring,0,UnsupportedOperationException thrown if @Consume method is not public, UnsupportedOperationException unsupport oper except thrown consum consum method not public,If the org.apache.camel.Consume annotation is used on a method that is not public (e.g. default visibility)  then the following exception will be thrown every time a message is delivered to that consumer and the message will roll-back with the consumer never invoked.2012-02-08 16:29:37 298 [Camel Thread 0 - JmsConsumer&#91;paula.inprogress&#93; WARN org.apache.camel.component.jms.JmsMessageListenerContainer - Execution of JMS message listener failed  and no ErrorHandler has been set.org.apache.camel.RuntimeCamelException: java.lang.UnsupportedOperationException at org.apache.camel.util.ObjectHelper.wrapRuntimeCamelException(ObjectHelper.java:1139) at org.apache.camel.component.jms.EndpointMessageListener.onMessage(EndpointMessageListener.java:115) at org.springframework.jms.listener.AbstractMessageListenerContainer.doInvokeListener(AbstractMessageListenerContainer.java:560) at org.springframework.jms.listener.AbstractMessageListenerContainer.invokeListener(AbstractMessageListenerContainer.java:498) at org.springframework.jms.listener.AbstractMessageListenerContainer.doExecuteListener(AbstractMessageListenerContainer.java:467) at org.springframework.jms.listener.AbstractPollingMessageListenerContainer.doReceiveAndExecute(AbstractPollingMessageListenerContainer.java:325) at org.springframework.jms.listener.AbstractPollingMessageListenerContainer.receiveAndExecute(AbstractPollingMessageListenerContainer.java:243) at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.invokeListener(DefaultMessageListenerContainer.java:1058) at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.executeOngoingLoop(DefaultMessageListenerContainer.java:1050) at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.run(DefaultMessageListenerContainer.java:947) at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908) at java.lang.Thread.run(Thread.java:680)Caused by: java.lang.UnsupportedOperationException at java.util.Collections$UnmodifiableMap.put(Collections.java:1285) at org.apache.camel.component.bean.BeanInfo.introspect(BeanInfo.java:256) at org.apache.camel.component.bean.BeanInfo.createInvocation(BeanInfo.java:136) at org.apache.camel.component.bean.BeanProcessor.process(BeanProcessor.java:142) at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:109) at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:103) at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:85) at org.apache.camel.component.jms.EndpointMessageListener.onMessage(EndpointMessageListener.java:92) ... 11 moreI appreacate that this not specifically a bug  so I am filing this as an improvement. However this is a REALLY misleading error message. A more specific error message would be greaty appreaceated and save a lot of time. Thanks., org apach camel consum org apach camel consum annot use method not public default visibl visibl follow except thrown everi time messag deliv consum messag roll back roll back consum never invok invok camel camel thread JmsConsumer paula inprogress jm consum paula inprogress WARN org apach camel compon jm JmsMessageListenerContainer org apach camel compon jm jm messag listen contain execut JMS messag listen fail no ErrorHandler error handler set org apach camel RuntimeCamelException set org apach camel runtim camel except java lang UnsupportedOperationException java lang unsupport oper except org apach camel util ObjectHelper wrapRuntimeCamelException ObjectHelper java org apach camel util object helper wrap runtim camel except object helper java org apach camel compon jm EndpointMessageListener onMessage EndpointMessageListener java org apach camel compon jm endpoint messag listen messag endpoint messag listen java org springframework jm listen AbstractMessageListenerContainer doInvokeListener AbstractMessageListenerContainer java org springframework jm listen abstract messag listen contain invok listen abstract messag listen contain java org springframework jm listen AbstractMessageListenerContainer invokeListener AbstractMessageListenerContainer java org springframework jm listen abstract messag listen contain invok listen abstract messag listen contain java org springframework jm listen AbstractMessageListenerContainer doExecuteListener AbstractMessageListenerContainer java org springframework jm listen abstract messag listen contain execut listen abstract messag listen contain java org springframework jm listen AbstractPollingMessageListenerContainer doReceiveAndExecute AbstractPollingMessageListenerContainer java org springframework jm listen abstract poll messag listen contain receiv execut abstract poll messag listen contain java org springframework jm listen AbstractPollingMessageListenerContainer receiveAndExecute AbstractPollingMessageListenerContainer java org springframework jm listen abstract poll messag listen contain receiv execut abstract poll messag listen contain java org springframework jm listen DefaultMessageListenerContainer AsyncMessageListenerInvoker invokeListener DefaultMessageListenerContainer java org springframework jm listen default messag listen contain async messag listen invok invok listen default messag listen contain java org springframework jm listen DefaultMessageListenerContainer AsyncMessageListenerInvoker executeOngoingLoop DefaultMessageListenerContainer java org springframework jm listen default messag listen contain async messag listen invok execut ongo loop default messag listen contain java org springframework jm listen DefaultMessageListenerContainer AsyncMessageListenerInvoker run DefaultMessageListenerContainer java org springframework jm listen default messag listen contain async messag listen invok run default messag listen contain java java util concurr ThreadPoolExecutor worker runTask ThreadPoolExecutor java java util concurr thread pool executor worker run task thread pool executor java java util concurr ThreadPoolExecutor worker run ThreadPoolExecutor java java util concurr thread pool executor worker run thread pool executor java java lang thread run thread java caus java lang thread run thread java caus java lang UnsupportedOperationException java lang unsupport oper except java util collect UnmodifiableMap put collect java java util collect unmodifi map put collect java org apach camel compon bean BeanInfo introspect BeanInfo java org apach camel compon bean bean info introspect bean info java org apach camel compon bean BeanInfo createInvocation BeanInfo java org apach camel compon bean bean info creat invoc bean info java org apach camel compon bean BeanProcessor process BeanProcessor java org apach camel compon bean bean processor process bean processor java org apach camel processor UnitOfWorkProcessor process UnitOfWorkProcessor java org apach camel processor unit work processor process unit work processor java org apach camel util AsyncProcessorHelper process AsyncProcessorHelper java org apach camel util async processor helper process async processor helper java org apach camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java org apach camel processor deleg async processor process deleg async processor java org apach camel compon jm EndpointMessageListener onMessage EndpointMessageListener java org apach camel compon jm endpoint messag listen messag endpoint messag listen java moreI appreac not specif bug file improv improv howev REALLY mislead error messag messag specif error messag would greati appreac save lot time time thank thank,1,0,0,0,0,camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanProcessor.java;camel-core/src/main/java/org/apache/camel/impl/CamelPostProcessorHelper.java;camel-core/src/test/java/org/apache/camel/impl/CamelPostProcessorHelperTest.java;,0
4996,Hadrian Zbarcea,camel-crypto,0,DigitalSignatureEndpoint not clearing headers after verify, DigitalSignatureEndpoint digit signatur endpoint not clear header verifi,The DigitalSignatureEndpoint has a clearHeaders option that is supposed to clear headers after a verify operation. However that is not working because the headers cleared are not the actual header values  but the name of the java String fields  which is irrelevant at runtime.The default value of the clearHeaders should also be true  so that Camel does not leave debris in the Exchange after a verify operation., DigitalSignatureEndpoint digit signatur endpoint clearHeaders clear header option suppos clear header verifi oper oper howev not work header clear not actual header valu name java string field irrelev runtim runtim default valu clearHeaders clear header also true camel not leav debri exchang verifi oper oper,0,0,0,0,0,0,0
5000,Claus Ibsen,camel-core,0,Error handler not called when recipient list has non existing endpoint, error handler not call recipi list non exist endpoint,Given this route onException(Exception.class) .handled(true) .to('mock:dead'); from('direct:start') .recipientList(constant('fail:endpoint')) .to('mock:result');You would assume the on exception will handle the exception from the recipient list with the non existing endpoint.This is not the case. We should let recipient list detect and let the error handler handle it., given rout onException except class except except class handl true handl true mock dead mock dead direct start direct start recipientList constant fail endpoint recipi list constant fail endpoint mock result mock result would assum except handl except recipi list non exist endpoint endpoint not case case let recipi list detect let error handler handl,0,0,1,0,0,camel-core/src/main/java/org/apache/camel/RecipientList.java;camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java;camel-core/src/main/java/org/apache/camel/model/RecipientListDefinition.java;camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;camel-core/src/test/java/org/apache/camel/processor/RecipientListInvalidEndpointErrorHandlerTest.java;camel-core/src/test/java/org/apache/camel/processor/RecipientListInvalidEndpointIgnoreInvalidEndpointsTest.java;,0
5004,Anton Kudinov,camel-core,0,Camel simple language wrong working with real number, camel simpl languag wrong work real number,I compute real number in route: &lt;setBody&gt;0.02&lt;/setBody&gt;After that I want to filter: &lt;filter&gt;&lt;simple&gt;${body} &gt; 0 &lt;/simple&gt; ... &lt;/filter&gt;This expression return false for value in body = 0.02, comput real number rout rout lt setBody gt lt setBody gt lt set bodi gt lt set bodi gt want filter filter lt filter gt lt simpl gt bodi lt filter gt lt simpl gt bodi gt gt lt simpl gt lt simpl gt lt filter gt lt filter gt express return fals valu bodi,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/language/simple/SimpleTokenizer.java;camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java;camel-core/src/test/java/org/apache/camel/language/simple/SimpleOperatorTest.java;,0
5005,Achim Nierbeck,camel-core,0,simple without embedded text results in an NPE, simpl without embed text result NPE,After switching to 2.9 the following results in a NPE&lt;camel:setBody&gt; &lt;camel:simple&gt;&lt;/camel:simple&gt;&lt;/camel:setBody&gt;I'm not sure if it is now required to have something in the content of the simple element. I used it for setting the body element to an empty string before (worked with 2.8.1), switch follow result NPE lt camel setBody gt NPE lt camel set bodi gt lt camel simpl gt lt camel simpl gt lt camel setBody gt lt camel simpl gt lt camel simpl gt lt camel set bodi gt not sure requir someth content simpl element element use set bodi element empti string work,0,0,1,0,1,camel-core/src/main/java/org/apache/camel/builder/PredicateBuilder.java;camel-core/src/main/java/org/apache/camel/language/simple/SimpleExpressionParser.java;camel-core/src/main/java/org/apache/camel/language/simple/SimpleLanguage.java;camel-core/src/main/java/org/apache/camel/language/simple/SimplePredicateParser.java;camel-core/src/test/java/org/apache/camel/language/simple/SimpleTest.java;components/camel-spring/src/test/java/org/apache/camel/language/SpringSimpleEmptyStringTest.java;components/camel-spring/src/test/resources/org/apache/camel/language/SpringSimpleEmptyStringTest.xml;,0
5018,Bruno Barin,camel-bindy,0,Support unmarshall of CSV files that does not contain all fields described in the annotated POJO., support unmarshal CSV file not contain field describ annot POJO POJO,Actually when trying to unmarshall a CSV that does not contain all the fields described via @DataField annotation  an IllegalArgumentException is thrown. Would be better to define a default value for non required fields via @DataField annotation and therefore  not fail., actual tri unmarshal CSV not contain field describ via DataField data field annot IllegalArgumentException illeg argument except thrown thrown would better defin default valu non requir field via DataField data field annot therefor not fail fail,0,1,0,0,0,components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/BindyCsvFactory.java;components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/annotation/DataField.java;components/camel-bindy/src/test/java/org/apache/camel/dataformat/bindy/csv/BindySimpleCsvUnmarshallTest.java;components/camel-bindy/src/test/java/org/apache/camel/dataformat/bindy/model/simple/oneclass/Order.java;,0
5024,Razvan Ludvig,camel-core,0,Streaming splitter ignores exception handling, stream splitter ignor except handl,If an exception occurs on the next() call of an Iterator in a streaming splitter  the exception is never propagated to the exception or the error handler. This will lead to improper route termination  and inifite rollback/retry cycles.I attached the minimal test case demonstrating the issue., except occur next next call iter stream splitter except never propag except error handler handler lead improp rout termin inifit rollback retri rollback retri cycl cycl attach minim test case demonstr issu issu,0,0,1,1,0,camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;camel-core/src/test/java/org/apache/camel/processor/SplitterStreamingWithErrorHandlerTest.java;,0
5035,Willem Jiang,camel-cxf,0,CxfProducer should release the CXF when the Producer is stopped., CxfProducer cxf produc releas CXF produc stop stop,CXF ClientImpl has the requestContext need to be cleaned when the CxfProducer is stopped.If we don't call the Client.destory() method  the requestContext will cause the memory leak., CXF ClientImpl client impl requestContext request context need clean CxfProducer cxf produc stop stop call client destori client destori method requestContext request context caus memori leak leak,0,0,1,1,0,components/camel-flatpack/src/main/java/org/apache/camel/component/flatpack/FixedLengthEndpoint.java;components/camel-flatpack/src/test/data/fixedLong/PEOPLE-FixedLength.txt;components/camel-flatpack/src/test/data/fixedMixed/PEOPLE-FixedLength.txt;components/camel-flatpack/src/test/data/fixedShort/PEOPLE-FixedLength.txt;components/camel-flatpack/src/test/java/org/apache/camel/component/flatpack/FixedLengthAllowLongTest.java;components/camel-flatpack/src/test/java/org/apache/camel/component/flatpack/FixedLengthAllowShortAndLongTest.java;components/camel-flatpack/src/test/java/org/apache/camel/component/flatpack/FixedLengthAllowShortTest.java;components/camel-flatpack/src/test/resources/org/apache/camel/component/flatpack/FixedLengthAllowLongTest-context.xml;components/camel-flatpack/src/test/resources/org/apache/camel/component/flatpack/FixedLengthAllowShortAndLongTest-context.xml;components/camel-flatpack/src/test/resources/org/apache/camel/component/flatpack/FixedLengthAllowShortTest-context.xml;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfProducerTest.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfProducer.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfProducerTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/spring/CxfEndpointBeanTest.java;,0
5036,Stefan Burkard,camel-core,0,Camel route with bean element sends on startup invalid message to target route that is represented by a proxy who exposes route, camel rout bean element send startup invalid messag target rout repres proxi expos rout,I expose a Camel route with a direct endpoint defined in an OSGi bundle with the &lt;camel:proxy&gt; and &lt;osgi:service&gt; tags. The reason for this is to be able to call this direct-route in other routes (defined in other bundles) as a 'sub-route' directly as bean &#91;.bean(routeproxy  &quot;method&quot;)&#93;. This works as expected.But on route startup the toString method is called on the route (for a description) which is propagated to the elements of the route. Therefore my bean-element (which is the direct-route-proxy) receives the toString call and the CamelInvocationHandler converts this toString call to a message and sends it to the direct-route. This more or less empty message is of course not valid for the target route and produces an error on bundle startup. Shouldn't the toString call be suppressed by the proxy  since toString is not part of the Interface the proxy represents? Or is my approach a not recommended or problematic approach?Parts of stacktrace to show the way from route startup to the produced message=&gt; route receives 'empty' message&#91;omitted&#93; at org.apache.camel.component.direct.DirectProducer.process(DirectProducer.java:45) at org.apache.camel.component.bean.CamelInvocationHandler.invoke(CamelInvocationHandler.java:65) at $Proxy568.toString(Unknown Source) at sun.reflect.GeneratedMethodAccessor406.invoke(Unknown Source) at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) at java.lang.reflect.Method.invoke(Method.java:597)=&gt; toString call is converted to message and sent to route&#91;omitted&#93; at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171) at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:204) at $Proxy583.toString(Unknown Source) at org.apache.camel.component.bean.ConstantBeanHolder.toString(ConstantBeanHolder.java:48)=&gt; toString called on bean-element in route (bean is a proxy for a route) &#91;omitted&#93; at java.lang.String.valueOf(String.java:2826) at java.lang.StringBuilder.append(StringBuilder.java:115) at org.apache.camel.impl.EventDrivenConsumerRoute.toString(EventDrivenConsumerRoute.java:46) at org.apache.camel.management.mbean.ManagedRoute.&lt;init&gt;(ManagedRoute.java:41) at org.apache.camel.management.DefaultManagementLifecycleStrategy.onRoutesAdd(DefaultManagementLifecycleStrategy.java:368) at org.apache.camel.impl.RouteService.doStart(RouteService.java:109)=&gt; Route startup, expos camel rout direct endpoint defin OSGi OS Gi bundl lt camel proxi gt lt camel proxi gt lt osgi servic gt lt osgi servic gt tag tag reason abl call direct rout direct rout rout defin bundl bundl sub rout sub rout directli bean bean routeproxi bean routeproxi quot method quot quot method quot work expect expect rout startup toString string method call rout descript descript propag element rout rout therefor bean element bean element direct rout proxi direct rout proxi receiv toString string call CamelInvocationHandler camel invoc handler convert toString string call messag send direct rout direct rout less empti messag cours not valid target rout produc error bundl startup startup toString string call suppress proxi sinc toString string not part interfac proxi repres repres approach not recommend problemat approach part approach part stacktrac show way rout startup produc messag gt messag gt rout receiv empti empti messag omit messag omit org apach camel compon direct DirectProducer process DirectProducer java org apach camel compon direct direct produc process direct produc java org apach camel compon bean CamelInvocationHandler invok CamelInvocationHandler java org apach camel compon bean camel invoc handler invok camel invoc handler java proxi toString unknown proxi string unknown sourc sourc sun reflect GeneratedMethodAccessor invok unknown sun reflect gener method accessor invok unknown sourc sourc sun reflect DelegatingMethodAccessorImpl invok DelegatingMethodAccessorImpl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java gt java lang reflect method invok method java gt toString string call convert messag sent rout omit rout omit org springframework aop framework ReflectiveMethodInvocation proceed ReflectiveMethodInvocation java org springframework aop framework reflect method invoc proceed reflect method invoc java org springframework aop framework JdkDynamicAopProxy invok JdkDynamicAopProxy java org springframework aop framework jdk dynam aop proxi invok jdk dynam aop proxi java proxi toString unknown proxi string unknown sourc sourc org apach camel compon bean ConstantBeanHolder toString ConstantBeanHolder java gt org apach camel compon bean constant bean holder string constant bean holder java gt toString string call bean element bean element rout bean proxi rout rout omit omit java lang string valueOf string java java lang string valu string java java lang StringBuilder append StringBuilder java java lang string builder append string builder java org apach camel impl EventDrivenConsumerRoute toString EventDrivenConsumerRoute java org apach camel impl event driven consum rout string event driven consum rout java org apach camel manag mbean ManagedRoute lt init gt ManagedRoute java org apach camel manag mbean manag rout lt init gt manag rout java org apach camel manag DefaultManagementLifecycleStrategy onRoutesAdd DefaultManagementLifecycleStrategy java org apach camel manag default manag lifecycl strategi rout add default manag lifecycl strategi java org apach camel impl RouteService doStart RouteService java gt org apach camel impl rout servic start rout servic java gt rout startup,1,0,0,0,0,camel-core/src/main/java/org/apache/camel/component/bean/ConstantBeanHolder.java;,0
