issue_id,summary,description,target_Security,target_Performance
4912, instabl derbi LayerBTest instabl derbi layer test, seen RC testFailedStreamInsertBinaryAutoCommitRollbackOnError org apach derbyTesting functionTests test jdbc derbi LayerBTest FAILURE junit framework AssertionFailedError column valu mismatch column row expect gt lt found gt lt junit framework assert fail assert java org apach derbyTesting junit JDBC assertRowInResultSet JDBC java org apach derbyTesting junit JDBC assertRowInResultSet JDBC java org apach derbyTesting junit JDBC assertFullResultSetMinion JDBC java org apach derbyTesting junit JDBC assertFullResultSet JDBC java org apach derbyTesting junit JDBC assertFullResultSet JDBC java org apach derbyTesting junit JDBC assertFullResultSet JDBC java org apach derbyTesting functionTests test jdbc derbi LayerBTest doInsertTest derbi LayerBTest java org apach derbyTesting functionTests test jdbc derbi LayerBTest testFailedStreamInsertBinaryAutoCommitRollbackOnError derbi LayerBTest java seen RC test fail stream insert binari auto commit rollback error org apach derbi test function test test jdbc derbi layer test FAILURE junit framework assert fail error column valu mismatch column row expect gt lt found gt lt junit framework assert fail assert java org apach derbi test junit JDBC assert row result set JDBC java org apach derbi test junit JDBC assert row result set JDBC java org apach derbi test junit JDBC assert full result set minion JDBC java org apach derbi test junit JDBC assert full result set JDBC java org apach derbi test junit JDBC assert full result set JDBC java org apach derbi test junit JDBC assert full result set JDBC java org apach derbi test function test test jdbc derbi layer test insert test derbi layer test java org apach derbi test function test test jdbc derbi layer test test fail stream insert binari auto commit rollback error derbi layer test java,0,0
4915, test failur OSReadOnlyTest assertDirectoryDeleted test failur OS read test assert directori delet, seen assert flag failur delet log file last night seg file night one stack trace testOSReadOnly org apach derbyTesting functionTests test store OSReadOnlyTest junit framework AssertionFailedError fail delet file root test JarResults ibm _suites system singleUse readWrite test JarResults ibm _suites system singleUse readWrite log isDir true canRead true canWrite true size jartest JarResults ibm _suites system singleUse readWrite isDir true canRead true canWrite true size org apach derbyTesting junit BaseJDBCTestCase assertDirectoryDeleted BaseJDBCTestCase java org apach derbyTesting functionTests test store OSReadOnlyTest moveDatabaseOnOS OSReadOnlyTest java org apach derbyTesting functionTests test store OSReadOnlyTest testOSReadOnly OSReadOnlyTest java sun reflect NativeMethodAccessorImpl invok nativ method sun reflect NativeMethodAccessorImpl invok NativeMethodAccessorImpl java sun reflect DelegatingMethodAccessorImpl invok DelegatingMethodAccessorImpl java org apach derbyTesting junit BaseTestCase runBare BaseTestCase java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java org apach derbyTesting junit BaseTestSetup run BaseTestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java org apach derbyTesting junit BaseTestSetup run BaseTestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java org apach derbyTesting junit BaseTestSetup run BaseTestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java anoth testOSReadOnly org apach derbyTesting functionTests test store OSReadOnlyTest junit framework AssertionFailedError fail delet file root test JarResults ibm _suites system singleUse readOnly test JarResults ibm _suites system singleUse readOnly seg isDir true canRead true canWrite true size jartest JarResults ibm _suites system singleUse readOnly isDir true canRead true canWrite true size org apach derbyTesting junit BaseJDBCTestCase assertDirectoryDeleted BaseJDBCTestCase java org apach derbyTesting functionTests test store OSReadOnlyTest moveDatabaseOnOS OSReadOnlyTest java org apach derbyTesting functionTests test store OSReadOnlyTest testOSReadOnly OSReadOnlyTest java sun reflect NativeMethodAccessorImpl invok nativ method sun reflect NativeMethodAccessorImpl invok NativeMethodAccessorImpl java sun reflect DelegatingMethodAccessorImpl invok DelegatingMethodAccessorImpl java org apach derbyTesting junit BaseTestCase runBare BaseTestCase java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java org apach derbyTesting junit BaseTestSetup run BaseTestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java org apach derbyTesting junit BaseTestSetup run BaseTestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java org apach derbyTesting junit BaseTestSetup run BaseTestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java machin abl arrang window machin run test nightli not new machin perhap disk older littl slow delet perhap check delay redon fail first time still investig check hardwar set disk scan show healthi multithread not seen assert flag failur delet log file last night seg file night one stack trace test OS read org apach derbi test function test test store OS read test junit framework assert fail error fail delet file root test jar result ibm _suites system singl use read write test jar result ibm _suites system singl use read write log dir true read true write true size jartest jar result ibm _suites system singl use read write dir true read true write true size org apach derbi test junit base JDBC test case assert directori delet base JDBC test case java org apach derbi test function test test store OS read test move databas OS OS read test java org apach derbi test function test test store OS read test test OS read OS read test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java org apach derbi test junit base test case run bare base test case java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java anoth test OS read org apach derbi test function test test store OS read test junit framework assert fail error fail delet file root test jar result ibm _suites system singl use read test jar result ibm _suites system singl use read seg dir true read true write true size jartest jar result ibm _suites system singl use read dir true read true write true size org apach derbi test junit base JDBC test case assert directori delet base JDBC test case java org apach derbi test function test test store OS read test move databas OS OS read test java org apach derbi test function test test store OS read test test OS read OS read test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java org apach derbi test junit base test case run bare base test case java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java machin abl arrang window machin run test nightli not new machin perhap disk older littl slow delet perhap check delay redon fail first time still investig check hardwar set disk scan show healthi multithread not,0,0
4920, suit stuck RAFContainer awaitRestoreChannel suit stuck RAF contain await restor channel, suit run trunk seem stuck call RAFContainer awaitRestoreChannel stack wait thread main prio tid nid wait condit xfe java lang thread state TIMED_WAITING sleep java lang thread sleep nativ method org apach derbi impl store raw data RAFContainer awaitRestoreChannel RAFContainer java org apach derbi impl store raw data RAFContainer writePage RAFContainer java org apach derbi impl store raw data CachedPage writePage CachedPage java org apach derbi impl store raw data CachedPage clean CachedPage java org apach derbi impl servic cach ConcurrentCache cleanAndUnkeepEntry ConcurrentCache java org apach derbi impl servic cach ConcurrentCache cleanCache ConcurrentCache java org apach derbi impl servic cach ConcurrentCache cleanAll ConcurrentCache java org apach derbi impl store raw data BaseDataFileFactory checkpoint BaseDataFileFactory java org apach derbi impl store raw log LogToFile checkpointWithTran LogToFile java org apach derbi impl store raw log LogToFile checkpoint LogToFile java org apach derbi impl store raw RawStore stop RawStore java org apach derbi impl servic monitor TopService stop TopService java org apach derbi impl servic monitor TopService shutdown TopService java org apach derbi impl servic monitor BaseMonitor shutdown BaseMonitor java org apach derbi impl servic monitor BaseMonitor shutdown BaseMonitor java org apach derbi jdbc InternalDriver connect InternalDriver java org apach derbi jdbc AutoloadedDriver connect AutoloadedDriver java java sql DriverManager getConnection DriverManager java java sql DriverManager getConnection DriverManager java org apach derbyTesting junit DriverManagerConnector getConnectionByAttributes DriverManagerConnector java org apach derbyTesting junit DriverManagerConnector shutEngine DriverManagerConnector java org apach derbyTesting junit TestConfiguration shutdownEngine TestConfiguration java org apach derbyTesting junit SystemPropertyTestSetup setUp SystemPropertyTestSetup java junit extens TestSetup protect TestSetup java junit framework TestResult runProtected TestResult java junit extens TestSetup run TestSetup java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit framework TestResult runProtected TestResult java junit extens TestSetup run TestSetup java org apach derbyTesting junit BaseTestSetup run BaseTestSetup java junit framework TestSuite runTest TestSuite java junit framework TestSuite run TestSuite java junit framework TestSuite runTest TestSuite java junit framework TestSuite run TestSuite java junit framework TestSuite runTest TestSuite java junit framework TestSuite run TestSuite java junit textui TestRunner doRun TestRunner java junit textui TestRunner start TestRunner java junit textui TestRunner main TestRunner java suit run trunk seem stuck call RAF contain await restor channel stack wait thread main prio tid nid wait condit xfe java lang thread state TIMED WAITING sleep java lang thread sleep nativ method org apach derbi impl store raw data RAF contain await restor channel RAF contain java org apach derbi impl store raw data RAF contain write page RAF contain java org apach derbi impl store raw data cach page write page cach page java org apach derbi impl store raw data cach page clean cach page java org apach derbi impl servic cach concurr cach clean unkeep entri concurr cach java org apach derbi impl servic cach concurr cach clean cach concurr cach java org apach derbi impl servic cach concurr cach clean concurr cach java org apach derbi impl store raw data base data file factori checkpoint base data file factori java org apach derbi impl store raw log log file checkpoint tran log file java org apach derbi impl store raw log log file checkpoint log file java org apach derbi impl store raw raw store stop raw store java org apach derbi impl servic monitor top servic stop top servic java org apach derbi impl servic monitor top servic shutdown top servic java org apach derbi impl servic monitor base monitor shutdown base monitor java org apach derbi impl servic monitor base monitor shutdown base monitor java org apach derbi jdbc intern driver connect intern driver java org apach derbi jdbc autoload driver connect autoload driver java java sql driver manag get connect driver manag java java sql driver manag get connect driver manag java org apach derbi test junit driver manag connector get connect attribut driver manag connector java org apach derbi test junit driver manag connector shut engin driver manag connector java org apach derbi test junit test configur shutdown engin test configur java org apach derbi test junit system properti test setup set system properti test setup java junit extens test setup protect test setup java junit framework test result run protect test result java junit extens test setup run test setup java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit framework test result run protect test result java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java junit textui test runner run test runner java junit textui test runner start test runner java junit textui test runner main test runner java,0,1
4944, embed derbi not start derbi jar dynam upload ad classpath embed derbi not start derbi jar dynam upload ad classpath, Hi workflow system use varieti DBMS store engin derbi one especi popularfor test develop purpos setup system allow upload jar file JDBC driver DBMS case derbi use embed mode upload derbi jar add jar repositori class loaderand call class drc class forName org apach derbi jdbc EmbeddedDriver true ourclassload driver drv driver drc newInstance work perfectli mani year version ceas work assum unreleas futur version affect toowhen derbi jar place classpath manual start setup everyth work fine regardless derbi version investig lead follow conclus sinc rev broken immedi predecessor rev work rev org apach derbi impl store raw data BaseDataFileFactory class introduc new method privat static string jarClassPath final class cl tri find jarfil derbi load contain follow line cs null return null URL result cs getLocation return result toString case dynam load derbi cs not null cs getLocation null propos chang line cs null cs getLocation null return null mayb would better surround whole bodi method tri catch sinc not essenti null return valu also ok thank effort concern derbi larg michael Hi workflow system use varieti DBMS store engin derbi one especi popularfor test develop purpos setup system allow upload jar file JDBC driver DBMS case derbi use embed mode upload derbi jar add jar repositori class loaderand call class drc class name org apach derbi jdbc embed driver true ourclassload driver drv driver drc new instanc work perfectli mani year version ceas work assum unreleas futur version affect toowhen derbi jar place classpath manual start setup everyth work fine regardless derbi version investig lead follow conclus sinc rev broken immedi predecessor rev work rev org apach derbi impl store raw data base data file factori class introduc new method privat static string jar class path final class cl tri find jarfil derbi load contain follow line cs null return null URL result cs get locat return result string case dynam load derbi cs not null cs get locat null propos chang line cs null cs get locat null return null mayb would better surround whole bodi method tri catch sinc not essenti null return valu also ok thank effort concern derbi larg michael,0,0
4949, backward confus error messag use wrong ResultSet getXXX method client driver backward confus error messag use wrong result set get XXX method client driver, tri get time valu INTEGER column client driver give error believ similar nonsens come back tri mismatch getter datatyp attempt made get data valu type java sql type data valu type java sql time except java sql SQLDataException SQLState embed driver return better messag attempt made get data valu type java sql time data valu type INTEGER recommend two improv util method gener except flip order type name use ResultSetMetaData look sourc data type name tri get time valu INTEGER column client driver give error believ similar nonsens come back tri mismatch getter datatyp attempt made get data valu type java sql type data valu type java sql time except java sql SQL data except SQL state embed driver return better messag attempt made get data valu type java sql time data valu type INTEGER recommend two improv util method gener except flip order type name use result set meta data look sourc data type name,0,0
4950, AccessControlException run AssertFailureTest ant access control except run assert failur test ant, seen run ant junit junit run org apach derbyTesting unitTests junit _Suite junit except thread main java secur AccessControlException access deni java io FilePermission code derbi trunk junit  junitvmwatch properti write junit java secur AccessControlContext checkPermission AccessControlContext java junit java secur AccessController checkPermission AccessController java junit java lang SecurityManager checkPermission SecurityManager java junit java lang SecurityManager checkWrite SecurityManager java junit java io FileOutputStream lt init gt FileOutputStream java junit java io FileOutputStream lt init gt FileOutputStream java junit java io FileWriter lt init gt FileWriter java junit org apach tool ant taskdef option junit JUnitTestRunner registerTestCase JUnitTestRunner java junit org apach tool ant taskdef option junit JUnitTestRunner access JUnitTestRunner java junit org apach tool ant taskdef option junit JUnitTestRunner startTest JUnitTestRunner java junit org apach tool ant taskdef option junit JUnitTestRunner startTest JUnitTestRunner java junit junit framework TestResult startTest TestResult java junit junit framework TestResult run TestResult java junit junit framework TestCase run TestCase java junit junit framework TestSuite runTest TestSuite java junit junit framework TestSuite run TestSuite java junit junit framework TestSuite runTest TestSuite java junit junit framework TestSuite run TestSuite java junit org apach tool ant taskdef option junit JUnitTestRunner run JUnitTestRunner java junit org apach tool ant taskdef option junit JUnitTestRunner launch JUnitTestRunner java junit org apach tool ant taskdef option junit JUnitTestRunner main JUnitTestRunner java junit run org apach derbyTesting unitTests junit _Suite junit test run failur error time elaps sec junit test org apach derbyTesting unitTests junit _Suite FAILED crash seen run ant junit junit run org apach derbi test unit test junit  suit junit except thread main java secur access control except access deni java io file permiss code derbi trunk junit  junitvmwatch properti write junit java secur access control context check permiss access control context java junit java secur access control check permiss access control java junit java lang secur manag check permiss secur manag java junit java lang secur manag check write secur manag java junit java io file output stream lt init gt file output stream java junit java io file output stream lt init gt file output stream java junit java io file writer lt init gt file writer java junit org apach tool ant taskdef option junit unit test runner regist test case unit test runner java junit org apach tool ant taskdef option junit unit test runner access unit test runner java junit org apach tool ant taskdef option junit unit test runner start test unit test runner java junit org apach tool ant taskdef option junit unit test runner start test unit test runner java junit junit framework test result start test test result java junit junit framework test result run test result java junit junit framework test case run test case java junit junit framework test suit run test test suit java junit junit framework test suit run test suit java junit junit framework test suit run test test suit java junit junit framework test suit run test suit java junit org apach tool ant taskdef option junit unit test runner run unit test runner java junit org apach tool ant taskdef option junit unit test runner launch unit test runner java junit org apach tool ant taskdef option junit unit test runner main unit test runner java junit run org apach derbi test unit test junit  suit junit test run failur error time elaps sec junit test org apach derbi test unit test junit  suit FAILED crash,0,0
4960, race condit FileContainer allocCache reopen RAFContainer interrupt race condit file contain alloc cach reopen RAF contain interrupt, symptom ArrayIndexOutOfBoundsException java lang ArrayIndexOutOfBoundsException org apach derbi impl store raw data AllocationCache valid AllocationCache java org apach derbi impl store raw data AllocationCache getLastPageNumber AllocationCache java org apach derbi impl store raw data FileContainer pageValid FileContainer java org apach derbi impl store raw data FileContainer getUserPage FileContainer java org apach derbi impl store raw data FileContainer getInsertablePage FileContainer java org apach derbi impl store raw data FileContainer getPageForInsert FileContainer java org apach derbi impl store raw data BaseContainerHandle getPageForInsert BaseContainerHandle java org apach derbi impl store access heap HeapController doInsert HeapController java org apach derbi impl store access heap HeapController insertAndFetchLocation HeapController java org apach derbi impl sql execut RowChangerImpl insertRow RowChangerImpl java org apach derbi impl sql execut InsertResultSet normalInsertCore InsertResultSet java org apach derbi impl sql execut InsertResultSet open InsertResultSet java org apach derbi impl sql GenericPreparedStatement executeStmt GenericPreparedStatement java org apach derbi impl sql GenericPreparedStatement execut GenericPreparedStatement java org apach derbi impl jdbc EmbedStatement executeStatement EmbedStatement java org apach derbi impl jdbc EmbedPreparedStatement executeStatement EmbedPreparedStatement java org apach derbi impl jdbc EmbedPreparedStatement executeUpdate EmbedPreparedStatement java InterruptTest WorkerThread run InterruptTest java happen anoth thread call allocCache reset thread loop valid set numExtents synchron allocCache document javadoc FileContainer class access allocCache synchron omit reopen FileContainer openContainer call readHeader gt readHeaderFromArray gt allocCache reset symptom array index bound except java lang array index bound except org apach derbi impl store raw data alloc cach valid alloc cach java org apach derbi impl store raw data alloc cach get last page number alloc cach java org apach derbi impl store raw data file contain page valid file contain java org apach derbi impl store raw data file contain get user page file contain java org apach derbi impl store raw data file contain get insert page file contain java org apach derbi impl store raw data file contain get page insert file contain java org apach derbi impl store raw data base contain handl get page insert base contain handl java org apach derbi impl store access heap heap control insert heap control java org apach derbi impl store access heap heap control insert fetch locat heap control java org apach derbi impl sql execut row changer impl insert row row changer impl java org apach derbi impl sql execut insert result set normal insert core insert result set java org apach derbi impl sql execut insert result set open insert result set java org apach derbi impl sql gener prepar statement execut stmt gener prepar statement java org apach derbi impl sql gener prepar statement execut gener prepar statement java org apach derbi impl jdbc emb statement execut statement emb statement java org apach derbi impl jdbc emb prepar statement execut statement emb prepar statement java org apach derbi impl jdbc emb prepar statement execut updat emb prepar statement java interrupt test worker thread run interrupt test java happen anoth thread call alloc cach reset thread loop valid set num extent synchron alloc cach document javadoc file contain class access alloc cach synchron omit reopen file contain open contain call read header gt read header array gt alloc cach reset,0,0
4980, replic test lose derbi log slave replic test lose derbi log slave, run ReplicationRunLocal _p notic two directori creat db_master db_slave db_master contain derbi log file not nice sinc log file sometim need test debug run replic run local _p notic two directori creat db_master db_slave db_master contain derbi log file not nice sinc log file sometim need test debug,0,0
4982, retri interrupt store pop bug derbyal storeal storeunit T_RawStoreFactory case retri interrupt store pop bug derbyal storeal storeunit raw store factori case, Cf myrna comment DERBY think latest check caus follow tinderbox failur derbyal storeal storeal fail unit T_RawStoreFactory unitse http dbtg foundri sun com derbi test tinderbox_trunk jvm test testlog SunOS _i pc derbyall_diff txt diff file derbyal storeal storeunit T_RawStoreFactory diff start T_RawStoreFactory jdk  storeal storeunit del lt unit test T_RawStoreFactory finish add gt ran time gt exit due time bombTest fail end T_RawStoreFactory jdk  storeal storeunit fail nightli run ibm also Cf myrna comment DERBY think latest check caus follow tinderbox failur derbyal storeal storeal fail unit raw store factori unitse http dbtg foundri sun com derbi test tinderbox_trunk jvm test testlog sun OS _i pc derbyall_diff txt diff file derbyal storeal storeunit raw store factori diff start raw store factori jdk  storeal storeunit del lt unit test raw store factori finish add gt ran time gt exit due time bomb test fail end raw store factori jdk  storeal storeunit fail nightli run ibm also,0,0
4983, failur jdbcapi StatementJdbc test testCompletionClosure_jdbc  CDC failur jdbcapi statement jdbc test test complet Closure_jdbc  CDC, revis DERBY follow failur test run ibm testCompletionClosure_jdbc  org apach derbyTesting functionTests test jdbcapi StatementJdbc test java sql SQLException except java lang NoClassDefFoundError java sql DriverManager thrown evalu express org apach derbi impl jdbc SQLExceptionFactory getSQLException unknown sourc org apach derbi impl jdbc util newEmbedSQLException unknown sourc org apach derbi impl jdbc util seeNextException unknown sourc org apach derbi impl jdbc TransactionResourceImpl wrapInSQLException unknown sourc org apach derbi impl jdbc TransactionResourceImpl handleException unknown sourc org apach derbi impl jdbc EmbedConnection handleException unknown sourc org apach derbi impl jdbc ConnectionChild handleException unknown sourc org apach derbi impl jdbc EmbedStatement executeStatement unknown sourc org apach derbi impl jdbc EmbedStatement execut unknown sourc org apach derbi impl jdbc EmbedStatement execut unknown sourc org apach derbyTesting functionTests test jdbcapi StatementJdbc test vetClosedCall StatementJdbc test java org apach derbyTesting functionTests test jdbcapi StatementJdbc test vetClosure StatementJdbc test java org apach derbyTesting functionTests test jdbcapi StatementJdbc test testCompletionClosure_jdbc  StatementJdbc test java java lang reflect AccessibleObject invokeV AccessibleObject java org apach derbyTesting junit BaseTestCase runBare BaseTestCase java junit extens TestDecorator basicRun TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run TestSetup java org apach derbyTesting junit BaseTestSetup run BaseTestSetup java caus java sql SQLException java except java sql DriverManager java lang NoClassDefFoundError org apach derbi impl jdbc SQLExceptionFactory getSQLException unknown sourc org apach derbi impl jdbc util newEmbedSQLException unknown sourc org apach derbi impl jdbc util javaException unknown sourc org apach derbi impl jdbc TransactionResourceImpl wrapInSQLException unknown sourc moreCaused java lang NoClassDefFoundError java sql DriverManager org apach derbyTesting functionTests test jdbcapi StatementJdbc test dynamicResults StatementJdbc test java org apach derbi exe acdf dax dxb exf xffffd bbe unknown sourc java lang reflect AccessibleObject invokeV AccessibleObject java org apach derbi impl servic reflect ReflectMethod invok unknown sourc org apach derbi impl sql execut CallStatementResultSet open unknown sourc org apach derbi impl sql GenericPreparedStatement executeStmt unknown sourc org apach derbi impl sql GenericPreparedStatement execut unknown sourc moreNote no record test would fare phoneME test run sinc mid septemb http dbtg foundri sun com derbi test daili javaME test full index_all html revis DERBY follow failur test run ibm test complet Closure_jdbc  org apach derbi test function test test jdbcapi statement jdbc test java sql SQL except except java lang No class def found error java sql driver manag thrown evalu express org apach derbi impl jdbc SQL except factori get SQL except unknown sourc org apach derbi impl jdbc util new emb SQL except unknown sourc org apach derbi impl jdbc util see next except unknown sourc org apach derbi impl jdbc transact resourc impl wrap SQL except unknown sourc org apach derbi impl jdbc transact resourc impl handl except unknown sourc org apach derbi impl jdbc emb connect handl except unknown sourc org apach derbi impl jdbc connect child handl except unknown sourc org apach derbi impl jdbc emb statement execut statement unknown sourc org apach derbi impl jdbc emb statement execut unknown sourc org apach derbi impl jdbc emb statement execut unknown sourc org apach derbi test function test test jdbcapi statement jdbc test vet close call statement jdbc test java org apach derbi test function test test jdbcapi statement jdbc test vet closur statement jdbc test java org apach derbi test function test test jdbcapi statement jdbc test test complet Closure_jdbc  statement jdbc test java java lang reflect access object invok access object java org apach derbi test junit base test case run bare base test case java junit extens test decor basic run test decor java junit extens test setup protect test setup java junit extens test setup run test setup java org apach derbi test junit base test setup run base test setup java caus java sql SQL except java except java sql driver manag java lang No class def found error org apach derbi impl jdbc SQL except factori get SQL except unknown sourc org apach derbi impl jdbc util new emb SQL except unknown sourc org apach derbi impl jdbc util java except unknown sourc org apach derbi impl jdbc transact resourc impl wrap SQL except unknown sourc caus java lang No class def found error java sql driver manag org apach derbi test function test test jdbcapi statement jdbc test dynam result statement jdbc test java org apach derbi exe acdf dax dxb exf xffffd bbe unknown sourc java lang reflect access object invok access object java org apach derbi impl servic reflect reflect method invok unknown sourc org apach derbi impl sql execut call statement result set open unknown sourc org apach derbi impl sql gener prepar statement execut stmt unknown sourc org apach derbi impl sql gener prepar statement execut unknown sourc note no record test would fare phone test run sinc mid septemb http dbtg foundri sun com derbi test daili java test full index_all html,0,0
4984, ALTER TABLE DROP COLUMN may leav trigger invalid even not use column get drop ALTER TABLE DROP COLUMN may leav trigger invalid even not use column get drop, test DERBY found case ALTER TABLE DROP COLUMN leav trigger invalid state even trigger not use column get drop egCREATE TABLE tab element_id INTEGER NOT NULL altered_id VARCHAR NOT NULL insert tab valu aa creat trigger tabl CREATE TRIGGER mytrig UPDATE altered_id tab REFERENCING NEW newt OLD oldt ROW MODE DB SQL SELECT newt altered_id tab drop first column tabl caus column posit recalcul within tablealt tabl tab drop column element_id mytrig still look column altered_id posit drop column chang posit within tabl updat tab set altered_id bb shown exampl tabl TAB column trigger MYTRIG use nd column trigger action REFERENCING claus trigger action sql pars everi column referenc REFERENCING claus get transform refer column column posit trigger tabl chang look column base column posit rather name went revis follow commit comment DERBY chang gener code new old column row trigger access column posit not name avoid case insensit name lookup specifi JDBC script drop column posit trigger MYTRIG end becom invalid column use trigger action no column posit one possibl solut regener SPSDescriptor associ trigger action trigger defin tabl whose column get drop could littl smarter regener SPSDescriptor trigger use REFERENCING claus need test make sure trigger without REFERENCING claus not get impact drop column not last column tabl optim recogn right trigger may not worth sinc perform may not big criteria ALTER TABLE DROP COLUMN rare oper product system interim solut problem obvious drop recreat trigger test DERBY found case ALTER TABLE DROP COLUMN leav trigger invalid state even trigger not use column get drop eg CREATE TABLE tab element_id INTEGER NOT NULL altered_id VARCHAR NOT NULL insert tab valu aa creat trigger tabl CREATE TRIGGER mytrig UPDATE altered_id tab REFERENCING NEW newt OLD oldt ROW MODE DB SQL SELECT newt altered_id tab drop first column tabl caus column posit recalcul within tablealt tabl tab drop column element_id mytrig still look column altered_id posit drop column chang posit within tabl updat tab set altered_id bb shown exampl tabl TAB column trigger MYTRIG use nd column trigger action REFERENCING claus trigger action sql pars everi column referenc REFERENCING claus get transform refer column column posit trigger tabl chang look column base column posit rather name went revis follow commit comment DERBY chang gener code new old column row trigger access column posit not name avoid case insensit name lookup specifi JDBC script drop column posit trigger MYTRIG end becom invalid column use trigger action no column posit one possibl solut regener SPS descriptor associ trigger action trigger defin tabl whose column get drop could littl smarter regener SPS descriptor trigger use REFERENCING claus need test make sure trigger without REFERENCING claus not get impact drop column not last column tabl optim recogn right trigger may not worth sinc perform may not big criteria ALTER TABLE DROP COLUMN rare oper product system interim solut problem obvious drop recreat trigger,0,0
