summary,description,Security,Performance
Add maxlength to  wicket-datetime hours  minutes input fields,I watched an end user type an entire time into the hour component without tabbing over to the minute.So  I'd like to suggest a minor change to DateTimeField.html to add the maxlength='2' to the current size='2' on the hour/min input controls.I think it might be a simple way to give earlier feedback (I've found it unwise to rely on instructions like 'Please enter dates and times like this...' ).I can't think of any downside to this addition.,0,0
StringIndexOutOfBoundsException when forwarding requests,We're getting StringIndexOutOfBoundsException from wicket when forwarding a request from our servlet filter (using request dispatcher) to wicket.The problem occurs whenever the original URI is shorter than the wicket filter mapping.I created an example webapp (based on the quickstart) in which a ForwardFilter is mapped to /f/* and it forwards all the requests to /wicket/ (see web.xml snippet below).With this webapp a request to 'http://localhost:8081/wicket/f/' results in the following exception:ERROR - RequestCycle - Error during processing error messagejava.lang.StringIndexOutOfBoundsException: String index out of range: -5 at java.lang.String.substring(String.java:1958) at java.lang.String.substring(String.java:1925) at org.apache.wicket.protocol.http.servlet.ServletWebRequest.getContextRelativeUrl(ServletWebRequest.java:180) at org.apache.wicket.protocol.http.servlet.ServletWebRequest.getClientUrl(ServletWebRequest.java:140) at org.apache.wicket.request.UrlRenderer.&lt;init&gt;(UrlRenderer.java:59) at org.apache.wicket.request.cycle.RequestCycle.newUrlRenderer(RequestCycle.java:148) at org.apache.wicket.request.cycle.RequestCycle.getUrlRenderer(RequestCycle.java:172) at org.apache.wicket.request.handler.render.WebPageRenderer.respond(WebPageRenderer.java:145) at org.apache.wicket.request.handler.RenderPageRequestHandler.respond(RenderPageRequestHandler.java:167) at org.apache.wicket.request.cycle.RequestCycle$HandlerExecutor.respond(RequestCycle.java:781) at org.apache.wicket.request.RequestHandlerStack.execute(RequestHandlerStack.java:64) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:304) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.executeExceptionRequestHandler(RequestCycle.java:313) at org.apache.wicket.request.cycle.RequestCycle.processRequest(RequestCycle.java:227) at org.apache.wicket.request.cycle.RequestCycle.processRequestAndDetach(RequestCycle.java:283) at org.apache.wicket.protocol.http.WicketFilter.processRequest(WicketFilter.java:162) at org.apache.wicket.protocol.http.WicketFilter.doFilter(WicketFilter.java:218) at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:243) at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210) at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:684) at org.apache.catalina.core.ApplicationDispatcher.processRequest(ApplicationDispatcher.java:471) at org.apache.catalina.core.ApplicationDispatcher.doForward(ApplicationDispatcher.java:402) at org.apache.catalina.core.ApplicationDispatcher.forward(ApplicationDispatcher.java:329) at org.jfrog.ForwardFilter.doFilter(ForwardFilter.java:22) at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:243) at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210) at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:240) at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:164) at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:498) at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:164) at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:100) at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:562) at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:118) at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:394) at org.apache.coyote.http11.Http11AprProcessor.process(Http11AprProcessor.java:284) at org.apache.coyote.http11.Http11AprProtocol$Http11ConnectionHandler.process(Http11AprProtocol.java:322) at org.apache.tomcat.util.net.AprEndpoint$SocketProcessor.run(AprEndpoint.java:1714) at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1110) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:603) at java.lang.Thread.run(Thread.java:722)web.xml snippet &lt;filter&gt; &lt;filter-name&gt;forward&lt;/filter-name&gt; &lt;filter-class&gt;org.jfrog.ForwardFilter&lt;/filter-class&gt; &lt;/filter&gt; &lt;filter&gt; &lt;filter-name&gt;wicket.wicket&lt;/filter-name&gt; &lt;filter-class&gt;org.apache.wicket.protocol.http.WicketFilter&lt;/filter-class&gt; &lt;init-param&gt; &lt;param-name&gt;applicationClassName&lt;/param-name&gt; &lt;param-value&gt;org.jfrog.WicketApplication&lt;/param-value&gt; &lt;/init-param&gt; &lt;/filter&gt; &lt;filter-mapping&gt; &lt;filter-name&gt;forward&lt;/filter-name&gt; &lt;url-pattern&gt;/f/*&lt;/url-pattern&gt; &lt;/filter-mapping&gt; &lt;filter-mapping&gt; &lt;filter-name&gt;wicket.wicket&lt;/filter-name&gt; &lt;url-pattern&gt;/wicket/*&lt;/url-pattern&gt; &lt;dispatcher&gt;FORWARD&lt;/dispatcher&gt; &lt;dispatcher&gt;REQUEST&lt;/dispatcher&gt; &lt;/filter-mapping&gt;This bug is opened here following a bug we found in Artifactory after upgrading to Wicket 1.5,0,0
ChoiceFilteredPropertyColumn with setNullValid to true,When filtering with a ChoiceFilteredPropertyColumn  the 'Choose one' value disappears  so you can't undo the filter.Set 'setNullValid' to true in the ChoiceFilter class so that you can choose the null value.,0,0
CheckGroup model in AjaxFormChoiceComponentUpdatingBehavior onUpdate contains only last checked item,CheckGroup model in AjaxFormChoiceComponentUpdatingBehavior onUpdate contains only last checked item.P.S. A model in Form onSubmit contains all selected items.,0,0
Unversioned pages don't get touched when created and cannot be found by ID later,When I tell Wicket not to version pages by default via IPageSettings#setVersionPagesByDefault(false)  created pages cannot be found later by theirs ID. Versioned pages are touched upon creation in dirty(boolean) method and thus stored in the page store. But unversioned ones are not! So when I create a Page  wrap it inside a PageProvider and RenderPageRequestHandler  then get its URL with urlFor  the URL is useless  because the page is referenced by its ID in the URL but it cannot be found by that URL later.I'll give you an simple example.PAGE 1: public class WicketMainPage extends WebPage {  public WicketMainPage() { PopupPage page = new PopupPage('Created: ' + new Date()); // getSession().getPageManager().touchPage(page); PageProvider pp = new PageProvider(page); RenderPageRequestHandler rh = new RenderPageRequestHandler(pp); add(new Label('url'  urlFor(rh).toString())); } } as you can see  I only create an instance of second page (which is not bookmarkable as it has some parameters)  wrap it in page provider and request handler and simply output URL for it (of course it is an stateful URL). The second page is just simple outputting text from constructor PAGE 2: public class PopupPage extends WebPage {  public PopupPage(String text) { add(new Label('text'  text)); } } When I run this  the app outputs an relative part of URL to the second page... if I copy this into browser  everything works  when pages are versioned. But when I set setVersionPagesByDefault(false) I start to get PageExpiredException whe trying to access the second page. When I uncomment the touchPage line  everythings works even with unversiones paged. I think  that instead of explicitly touching the page  it should be done by Wicket when retrieving the url for it. Somewhere in mapUrlFor or mapHandler  etc... Or maybe it should be touched in the dirty method just like versioned pages.,0,0
Wicket 1.5 rewrites template content where it should not,I have recently upgraded from Wicket 1.4.14 to 1.5.4. One issue that Iencountered is that &lt;script&gt; tags in panel templates are rewritten byWicket  even when the &lt;script&gt; tags in question have no wicket handlersattached to them. I.e. the following panel template (notice that thereare no wicket:id attributes whatsoever):&lt;wicket:panel&gt; &lt;script id='template-upload' type='text/x-jquery-tmpl'&gt; &lt;span&gt;${name}&lt;/span&gt; &lt;/script&gt;&lt;/wicket:panel&gt;Would render in the panel as:&lt;script id='template-upload' type='text/x-jquery-tmpl'&gt;/&lt;![CDATA[/ &lt;span&gt;${name}&lt;/span&gt;/]]&gt;/&lt;/script&gt;Imho this is unwanted behavior that is a regression from the behavior inWicket 1.4.x (or at least 1.4.14). Wicket should not add content to thebody of the script tags (or any other tags in a template  unless theircontent is provided programmatically)  as it does not have the knowledgehow that affects the functionality of the page. Moreover  the contentthat Wicket adds to these script tags is only correct for Javascript(hence incorrect for the scripts in the example as they are notjavascript). In the above example adding /*  */will change the functionality of the script tag. If the '/&lt;![CDATA[/'part was necessary in the script tags above  they should be added by theperson that provides the template  not magically added by Wicket.I have attached a quickstart that demonstrates the issue. The quickstart has a &lt;script id='script1'&gt;Some Text&lt;/script&gt; element in HomePage.html that (by javascript) is shown in an alert box. Because of this bug  the alert will now start with '/&lt;![CDATA[/'  while it should simply show the text. See HomePage.html in the provided quickstart.,0,0
executeAllTimerBehaviors does not find all timer behaviours,WicketTester tester = new WicketTester();tester.startPage(WaitPage.class);tester.assertRenderedPage(WaitPage.class);tester.executeAllTimerBehaviors(tester.getLastRenderedPage()); public WaitPage() { Label message = new Label('message'  'Please wait ..'); add(message); add(new AjaxSelfUpdatingTimerBehavior(Duration.milliseconds(1000)) { @Override protected void onPostProcessTarget(AjaxRequestTarget target) { // wait for background thread to complete // if (task.isDone()) { ... stop(); setResponsePage(NextPage.class); } });The timer does not fire.Problem 1: The code looks for MarkupContainers Problem 2: The code looks for AjaxSelfUpdatingTimerBehavior but should look for AbstractAjaxTimerBehavior,0,0
Replace all String.split(char) with Wicket's Strings.split(String  char) for better performance,java.lang.String#split() method uses not-compiled java.lang.regex.Pattern objects to do its job. For splitting on a single character it is much better to use wicket-util's Strings#split(String  char),0,0
PageProvider should create a new Page instance if PageParameters are changed  even if a stored page exists.,The 'getStoredPage(int)' method returns a stored page instance even if user changes parameter values encoded into URL  and the PageParameters object of the stored page instance is never changed. So same page is displayed always though user changes url on browser manually.   HOW TO REPRODUCT **  1. unpack the attached sample project 'pagebug.tar.gz'.2. mvn jetty:run3. access to http://localhost:8080/user/user1You will see a form filled with information about user 1. The user's name is 'user 1'  age is 30 and country is 'Japan'.The mount path of this page is '/user/${userId}'. so 'user1' in the accessed url is a parameter value.after accessing to the url  the url will be changed to http://localhost:8080/user/user1?0 . it contains the page id of the currently displayed page.4. change some values and submit the form. page id will be changed on every submit.5. change only parameter value in url to 'user2'. Never change page-id.for example  if you now access to http://localhost:8080/user/user1?5  change the url to http://localhost:8080/user/user2?5 .6. This program must display information about user2  because the parameter value of url is changed. But you will see the information of user 1. Wicket always display the page of page-id = 5 (even though user changed url manually).In this sample program  I use LoadableDetachableModel for retrieving current parameter-value. But I don't get the new parameter-value because pageParameters object in a page instance is never changed after the construction. pageParameters is fixed in the constructor of Page class.I think that there are no easy way to retrieve parameter-values encoded into mount-path. Request.getRequestParameters() does not contain parameters encoded into mount-path. So there are no work-around for this issue.   HOW TO FIX THIS ISSUE **  We must return null from getStoredPage(int) method of PageProvider class  if current PageParameters is not same with the PageParameters of a stored page. In current code  getStoredPage(int) checks only if the class of both pages are same. We must check the PageParameters of both pages.   PATCH **  I attached a pache for PageProvider class. try it.,0,0
processScript in Wicket.Head.Contributor doesn't remove CDATA - eval fails in IE,There's incosistency between org.apache.wicket.util.string.JavaScriptUtils and wicket-ajax.jsEven though the source is marked with comment Script open tag. If this tag is changed  also update Wicket.Head.Contributor.processScript() function from wicket-ajax.jsIn JavaScriptUtils there are:public final static String SCRIPT_CONTENT_PREFIX = '/n/&lt;![CDATA[//n';public final static String SCRIPT_CONTENT_SUFFIX = '/n/]]&gt;//n';in wicket-ajax.js (line 1742 in 1.5.5 version) there are:// get rid of prefix and suffix  they are not eval-d correctlytext = text.replace(/^&lt;Unable to render embedded object: File (--//&#42;--&gt;&lt;) not found.[CDATA[//&#42;&gt;&lt;!--&#42;///  '');text = text.replace(///&#42;--&gt;]]&gt;&#42;//$/  '');As you can see the sequences in java and javascript DO NOT MATCH! There are missing new lines in JS and there are extra HTML comments &lt;!-- --&gt; that aren't added by the Java code.The result is  that these extra lines aren't removed and IE fails to eval such a javascript. I could fix this issue by editing the wicket-ajax.js like this:text = text.replace(/^/n//&#42;&lt;![CDATA[&#42;///n/  '');text = text.replace(//n//&#42;]]&gt;&#42;///n$/  '');But we need it fixed officially  because we use gradle for Wicket dependency.,0,0
Change IValidationError API to work with java.io.Serializable as other methods (info  error  success  ...) in Component and Session,Since a while o.a.w.Component's and o.a.w.Session #info()  #error()  #success()  etc. methods accept java.io.Serializable.With this ticket I suggest a change that will make o.a.w.validation.IValidationError in sync with this.,0,0
Repaint the initial state of the page if the page is expired  a new one is freshly created and the requested component is not available,From the users@ mailing list: http://markmail.org/thread/ttox5ymihtf5y55iA ComponentNotFoundException is being thrown if the page is expired  a new page is freshly created and due to component replacement the requested sub-component is not reachable.The parent component depends on whether a user is logged in. The sub-component has a link inside which is not reachable after page expiration because a different parent component is used in this case.,0,0
setTextEncoding on JavascriptResourceReferences/CssResourceReferences,Setting the encoding of JavascriptResources and CssResources in wicket is by now not easily to achieve.By now only html files are equipped with the charset option afterwads  but not CSS or JS files. Content-Type: application/javascript;charset=UTF8org.apache.wicket.request.resource.AbstractResource#setResponseHeaders() does take the textEncoding into account but there is no way to set it from the outside without introducing new classes by copy/pasting existing Resources and adapt them. The only resource which is able to modify the content-type through the constructor is the TextTemplateResource. One can specify 'application/javascript; charset=UTF8' and pass it as the content-type parameter. It's a hack  but this string then used for the content-type header.A separate charset parameter would be better in my opinion. UserGroup post: http://apache-wicket.1842946.n4.nabble.com/setTextEncoding-on-JavascriptResourceReferences-CssResourceReferences-td4472204.html,0,0
Autocomplete IE javascript error: 'target' is null or not an object,When I click to autocomplete textfield the javascript error bellow is shown.Webpage error detailsUser Agent: Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729)Timestamp: Thu  22 Mar 2012 08:05:57 UTCMessage: 'target' is null or not an objectLine: 68Char: 1Code: 0URI: http://xxx:8080/wicket/resource/org.apache.wicket.extensions.ajax.markup.html.autocomplete.AutoCompleteBehavior/wicket-autocomplete-ver-C51E30D722C9620E9D06F141A171849F.jsWicket 1.5.4 works fine.,0,0
Use an external host for the static javascript files (specially JQuery),There should be some (easy) way to specify an external URL (for example  on a CDN) for the JQuery script.IJavaScriptLibrarySettings.setJQueryReference() takes only a ResourceReference as a parameter  that must point to an application resource. One could create an IResource that redirects to the CDN  but that would require an additional request anyway.That support should exist also for wicket-ajax.js and wicket-event.js  but it is less of an issue  since they are tied to the Wicket version anyway (JQuery is hosted for free in a number of CDNs  so using them is very compelling).If there is some workaround  it should be documented in the wiki.,0,0
Stateful components which are invisible force page to be stateful,Stateful components which are not rendered (setVisible(false)) force the page to be stateful.Page#isPageStateless() visits all components to check Component#isStateless()  whether they are visible or not.Please change this so invisible components no longer force a page to be stateful.,0,0
Generic registry of javascript/css resource references,It would be nice if JavaScriptLibrarySettings had a generic mechanism to register javascript/css resource references (maybe using something like MetaDataKeys).This way  extension/third-party components (ModalWindow  DateTimeField  etc.) could register their resources  or just lookup for substitute resource references for their own scripts/stylesheets.This would allow some optimizations  such as minification/compression and joining many files into one  and hosting static files in CDNs.,0,1
Inline Enclosure needs to check isVisibleInHierarchy  not only isVisible,If the Visibility of the child component from the inline enclure uses setVisibleAllowed  the enclosure is rendered if the component is not visible. Take a look to the updateVisibility-method of the InlineEnclosure-Class. In my opinion the method should check for isVisibleInHierarchy.,0,0
ﾐ慴ｰﾐｺﾐｵ ModificationWatcher easier for extending,org.apache.wicket.util.watch.ModificationWatcher is very well encapsulated and if someone wants to extend it then he will have to copy/paste its code in the new class.The purpose of this task is to make ModificationWatcher more friendly for sub-classing.,0,0
Add setHeader() to MockHttpServletRequest to be able to override default headers,org.apache.wicket.protocol.http.mock.MockHttpServletRequest#setDefaultHeaders() sets few default headers but since there is only #addHeader() and no #setHeader() there is no way to override the value of 'User-Agent' header for example.http://stackoverflow.com/questions/9893609/can-one-set-the-browser-type-in-wicket-1-5-test-cases,0,0
Component#setDefaultModel() should call #modelChanging(),Component#setDefaultModel() should call #modelChanging() as #setDefaultModelObject() does.It worked by chance so far because addStateChange() is called.http://markmail.org/thread/uxl6uufusggqbb6s,0,0
wicket:link component ids get too long,The resolve() method of org.apache.wicket.markup.parser.filter.WicketLinkTagHandler appends modifies the original tag id and appends the next autoId to it. The problem is that this is done during every render  the the component id gets longer and longer.I had a situation on a production server where component ids were over 10k. RepeatingView just added to the problem.Long story short  I think resolve should just return the TransparentWebMarkupContainer with the modified id  and not set the original id.,0,1
TagUtils uses wrong separator in its #copyAttributes(),org.apache.wicket.markup.TagUtils#copyAttributes(Component  ComponentTag) uses '  ' as a separator for the attributes that it copies.If the attribute is 'class' then the separator should be ' '  if it is 'style' or 'onclick' then it should be '; '  ...,0,0
Give StringValue toEnum methods,In 1.4  Resources had a ValueMap as parameters  which had among other methods #getAsEnum. In 1.5  PageParameters are used instead  and the StringValues used here have all kinds of toSomething methods  but nothing for enums. I propose adding these for completeness.,0,0
TextTemplate in RenderHead() on component doesn't Re-Render for every page,I have a project that uses a menu thats repeated on every page. If I first view it on a mounted page /PageName and then look at it on a BookMarkable page/wicket/bookmarkable/page.class.name?foo the images referenced in my template do not appear.(the javascript template image strings do not change),0,0
HtmlHandler wrongly handles tags not requiring closed tags if the markup does not have 'top' level tag,Hi  I have custom component (extends MarkupContainer implements IMarkupCacheKeyProvider  IMarkupResourceStreamProvider) which fetches its HTML markup from database. Following HTML markup: &lt;img alt='' src='logo.png'&gt; &lt;br&gt;Some text &lt;br&gt;Some more text causes following error: 2012-04-12 10:52:53 012 &#91;http-8080-6&#93; ERROR: Unexpected error occurred Unable to find close tag for: '&lt;img alt='logo' src='logo.png'&gt;' in org.apache.wicket.util.resource.StringResourceStream@3d7e16fc  MarkupStream: &#91;unknown&#93;  at org.apache.wicket.markup.MarkupFragment.&lt;init&gt;(MarkupFragment.java:127)  at org.apache.wicket.markup.MarkupStream.getMarkupFragment(MarkupStream.java:485)  at org.apache.wicket.MarkupContainer.autoAdd(MarkupContainer.java:244)  at org.apache.wicket.MarkupContainer.renderNext(MarkupContainer.java:1421)  at org.apache.wicket.MarkupContainer.renderAll(MarkupContainer.java:1596)  at org.apache.wicket.MarkupContainer.renderComponentTagBody(MarkupContainer.java:1571)  at org.apache.wicket.MarkupContainer.onComponentTagBody(MarkupContainer.java:1525) I think the problem is that org.apache.wicket.markup.parser.filter.HtmlHandler does not handle such markup correctly. It does not call ComponentTag.setHasNoCloseTag(true) for the img tag. Such call is missing in postProcess() method. I think that this problem can be fixed by inserting: top.setHasNoCloseTag(true); after line 80 in HtmlHandler.java file. Michal,0,0
NumberTextField renders its value in unsupported number format,The issue is similar to WICKET-3591 but its fix doesn't help when the model object of the NumberTextField is a BigDecimal because BigDecimalConverter#convertToString() produces something like '123  456  789' and this is not supported by &lt;input type='number'&gt;'s spec: http://dev.w3.org/html5/markup/datatypes.html#common.data.float.,0,0
Make it easier to produce a page with links with absolute urls,We needed to create a page which links have absolute urls (protocol  host  port included). So I created a simple extension of MountedMapper that makes the relative url returned by super.mapHandler() to an absolute one.So far so far but later Wicket uses org.apache.wicket.request.UrlRenderer#shouldRenderAsFull() to decide whether to actually render the url as full (i.e. as absolute) and since the protocol  the host and the port matches with the current request's url attributes it decides to render the url as relative.Since Url class is final it is not possible to create a custom AbsoluteUrl which #toString() delegates to #toString(StringMode.FULL).I see two solutions:1) provide AbsoluteUrl class which is again final and uses StringMode.FULL2) add a boolean flag to Url that is used by UrlRenderer#shouldRenderAsFull() so I can force full modeDo you have other solutions ?,0,0
AjaxLazyLoadPanel not replaced within AjaxTabbedPanel,An AjaxLazyLoadPanel is not replaced when added as panel of an AbstractTab within an AjaxTabbedPanel.A set breakpoint in AjaxLazyLoadPanel constructor at AbstractDefaultAjaxBehavior.respond method is never reached.The attached quickstart will demonstrate the behavior.This is reproducible with version 6.0.0-beta1 and 6.0-SNAPSHOT.,0,0
AbstractTextComponent not escaping html data by default therefore user text is not redisplayed correctly,User input is not escaped in all text fields by default (and the default is not configurable).This leads to user entered text not being redisplayed correctly. You can replicate using the project from WICKET-3330. Just enter the text my&frac12;companyname and press enter The field will not redisplay the text entered properly,0,0
Fix missing in 1.4.19  was fixed in 1.3.3:  Discrepancy between Button implementation of getForm and the code in Form.findSubmittingButton(),There is a discrepancy between Button implementation of getForm (derived from FromComponent) and the code in org.apache.wicket.markup.html.form.Form.findSubmittingButton()Last one assumes form can be null while org.apache.wicket.markup.html.form.FormComponent.getForm() throws an exception if it is soThis was fixed in 1.3.3 based on https://issues.apache.org/jira/browse/WICKET-1414. Please migrate the fix to 1.4 code line.,0,0
wicktTester.getLastResponseAsString() returns wrong result after starting a Component,&gt; This following test : @Test public void test() throws Exception { WicketTester tester=new WicketTester(); tester.startComponentInPage(new Label('lableId'  'content') { @Override protected void onComponentTag(ComponentTag tag) { super.onComponentTag(tag); tag.put('test' '123'); } }); tester.assertResultPage('icket:id=/'lableId/' test=/'123/'&gt;content'); assertEquals('icket:id=/'lableId/' test=/'123 /'&gt;content' tester.getLastResponseAsString()); assertEquals('' tester.getResponse().getDocument());}exposes the wrong behaviour of test.getLastResponseAsString() after starting a component.It should return something such as '&lt;span&gt; .... &lt;/span&gt;'  bit it returns a string 'cut in the middle' : cket:id=/'lableId/' test=/'123/'&gt;contentsee attached quickstart,0,0
Spaces in path cause ModifcationWatcher to fail,The ModificationWatcher isn't able to reload resource files if there's a space in the path.The problem is that Files#getLocalFileFromUrl(String) receives an URL encoded String in which spaces are encoded to %20. They are never decoded and passed to File(). The fix is not to use the external representation of an URL but the file representation.,0,0
UrlRenderer produces wrong full urls when the passed parameter is not absolute (as Url understands 'absolute'),Code like:Url baseUrl = Url.parse('one/two/three');baseUrl.setProtocol('http');baseUrl.setHost('www.example.com');baseUrl.setPort(8888);UrlRenderer renderer = new UrlRenderer(new MockWebRequest(baseUrl));renderer.setBaseUrl(baseUrl); // this is needed because MockWebRequest cuts dataString fullUrl = renderer.renderFullUrl(Url.parse('../four'));Produces url: http://www.example.com/../four while it has to be http://www.example.com/one/four,0,0
Wicket example 'forminput' is broken due to bad url for IOnChangeListener,http://localhost:8080/forminput (wicket-examples) doesn't change the locale of the labels when the locale select is changed.The reason seems to be the produced url: './.?5-1.IOnChangeListener-inputForm-localeSelect' This is parsed to a Url with one empty segment and thus HomePageMapper doesn't match it and doesn't handle it.,0,0
OpenCloseTagExpander should include i tag,The OpenCloseTagExpander automatically expands similar tags like 'b'  'em' and 'strong' but not 'i'. To be consistent the 'i' tag should also be transformed.,0,0
Recorder#getSelectedChoices() can be very slow under certain circumstances,In Recorder#getSelectedChoices() the inner for-loop getPalette().getChoices() is called for every iteration. Depending on the efficiency of the implementation of the underlying model this might result in poor performance.,0,0
AjaxEditableLabel not selecting text or moving cursor on Firefox 11.0 or Safari 5.0.5,The class Javadoc for AjaxEditableLabel says:'''onEdit(AjaxRequestTarget) is called when the label is clicked and the editor is to be displayed. The default implementation switches the label for the editor and places the caret at the end of the text.&lt;/li&gt;'''However this does not happen on Firefox or Safari.Looking at the code  it is actually trying to place the caret at the end of the line and selecting the text in the form field. (This selecting the text is what I also want  and also the most common behavior of such ajax-editable fields on other big websites on the Internet)// put focus on the textfield and stupid explorer hack to move the// caret to the endtarget.appendJavaScript('{ var el=wicketGet('' + editor.getMarkupId() + '');' + ' if (el.createTextRange) { ' + ' var v = el.value; var r = el.createTextRange(); ' + ' r.moveStart('character'  v.length); r.select(); } }');target.focusComponent(editor);However the 'stupid explorer hack' as the code calls it  probably only works on explorer  because the el.createTextRange method is quite old and deprecated (it's only needed on MSIE &lt;9)I'm getting good results by just calling select() on the DOM element. I don't have MSIE available to test there but I think it will work there too.// put focus on the textfield and stupid explorer hack to move the// caret to the endtarget.appendJavaScript('{ var el=wicketGet('' + editor.getMarkupId() + '');' + ' el.select(); ' + ' }');target.focusComponent(editor);,0,0
Final methods on ResourceNameIterator prevent full customization of IResourceStreamLocator,IResourceStreamLocator contains the method newResourceNameIterator(...) which builds a ResourceNameIterator. Unfortunately ResourceNameIterator declares several getter methods (getLocale()  getStyle()  getVariation()  getExtension()) as final and thus ties the public API to the internal implementation of ResourceNameIterator. Therefore it's not possible to fully customize the behavior of ResourceNameIterator by subclassing.,0,0
Add Generics to TabbedPanel:,In 1.5  TabbedPanel#tabs has a wildcard signature: List&lt;? extends ITab&gt;. This makes it impossible to add tabs to that list  even though adding panels is one of the stated purposes of the #getTabs() method.On #wicket  dashorst suggested giving TabbedPanel a type parameter &lt;T extends ITab&gt;  which I think is a good idea. It should definitely be added in 6.0.What about 1.5.x? This would be a source-level break  but I think binaries should still work.,0,0
AbstractDefaultAjaxBehavior.getCallbackFunctionBody uses jQuery.extend,Wicket components should not rely on jQuery. jQuery.extend should be made available through the Wicket JS api and AbstractDefaultAjaxBehavior.getCallbackFunctionBody should use that.,0,0
Unencoded ampersands in CSS-/Javascript-Reference,Ampersands in CSS-/Javascript-References are not encoded properly  see the source code (html) in:http://www.wicket-library.com/wicket-examples/resourceaggregation &lt;!-- BasicGroupingKey &#91;group=GLOBAL  loadOrder=0  css=true&#93; --&gt;&lt;link rel='stylesheet' type='text/css' href='./wicket/resource/org.apache.wicket.Application/merged-resources?refs=org.apache.wicket.examples.resourcedecoration.HomePage:footer.css%7Corg.apache.wicket.examples.resourcedecoration.HomePage:header.css&amp;type=css' /&gt;&lt;!-- BasicGroupingKey &#91;group=APPLICATION  loadOrder=0  css=true&#93; --&gt;&lt;link rel='stylesheet' type='text/css' href='./wicket/resource/org.apache.wicket.Application/merged-resources?refs=org.apache.wicket.examples.resourcedecoration.HomePage:app.css&amp;type=css' /&gt;&lt;!-- BasicGroupingKey &#91;group=PAGE  loadOrder=0  css=true&#93; --&gt;&lt;link rel='stylesheet' type='text/css' href='./wicket/resource/org.apache.wicket.Application/merged-resources?refs=org.apache.wicket.examples.resourcedecoration.HomePage:HomePage.css&amp;type=css' /&gt;,0,0
Component#getMarkupId() generates id that gets hidden by AdBlock,Component#getMarkupId() generates ids containing string 'ad'. Element with such id (e.g.  'buttonad') is then hidden by the AdBlock plugin (because it matches AdBlock's CSS selector #buttonad).Since AdBlock is quite a common plugin  this issue might affect most of the applications using Wicket.Test project and screenshot is attached.&#8211;Wicket 1.4.21Firefox 12  AdBlock 2.0.3Linux 3.3.5  x86_64,0,0
Wicket 1.5.6 duplicates segments in absolute URLs,Since we migrate our application to Wicket 1.5.6 some URLs from BookmarkablePageLinks have duplicate segements for indicating a Shop and a Language item from our persistence model. For indicating a Shop and Language item we use our own ShopMapper and LanguageMapper (subclass of AbstractComponentMapper). This was working until we migrate to 1.5.6.For instance ...correct URL: host/servlet/shop/en/pagewrong URL: host/servlet/shop/en/shop/en/pageThis happens  for example  when the protocol of the linked URL is different from the current protocol (http/https). So  basically  all links that point to pages that are annotated with @RequireHttps are wrong.In our Application class we set the HttpsMapper as RootRequestMapper  e.g.:setRootRequestMapper(new HttpsMapper(new ShopMapper(new LanguageMapper(getRootRequestMapper()))  new HttpsConfig() ) );Using a debugger  I've tracked down the spot where wrong URL is rendered:org.apache.wicket.request.Url.resolveRelative(),0,0
